film_id,nat_title,film_country,prod_share
ES2018_001,El mejor verano de mi vida,ES,MAJ
ES2018_002,La tribu,ES,MAJ
ES2018_003,Todos lo saben,ES,MAJ
ES2018_003,Todos lo saben,FR,MIN
ES2018_003,Todos lo saben,IT,MIN
ES2018_004,Ola de crímenes,ES,MAJ
ES2018_005,El reino,ES,MAJ
ES2018_005,El reino,FR,MIN
ES2018_006,Miamor perdido,ES,MAJ
ES2018_007,Tu hijo,ES,MAJ
ES2018_007,Tu hijo,FR,MIN
ES2018_008,Petra,ES,MAJ
ES2018_008,Petra,FR,MIN
ES2018_008,Petra,DK,MIN
ES2018_009,Quién te cantará,ES,MAJ
ES2018_009,Quién te cantará,FR,MIN
ES2018_010,La enfermedad del domingo,ES,MAJ
ES2018_011,Mudar la piel,ES,MAJ
ES2018_012,El silencio de otros,ES,MAJ
ES2018_012,El silencio de otros,US,MIN
ES2018_013,Mi querida cofradía,ES,MAJ
ES2018_014,El árbol de la sangre,ES,MAJ
ES2018_015,Oreina,ES,MAJ
ES2018_016,The Man Who Killed Don Quixote,ES,MAJ
ES2018_016,The Man Who Killed Don Quixote,BE,MIN
ES2018_016,The Man Who Killed Don Quixote,FR,MIN
ES2018_016,The Man Who Killed Don Quixote,PT,MIN
ES2018_016,The Man Who Killed Don Quixote,GB,MIN
ES2018_017,En las estrellas,ES,MAJ
ES2018_018,Figuras,ES,MAJ
ES2018_018,Figuras,AR,MIN
ES2018_019,Trote,ES,MAJ
ES2018_019,Trote,LT,MIN
ES2018_020,Cuando dejes de quererme,ES,MAJ
ES2018_020,Cuando dejes de quererme,AR,MIN
ES2018_021,Formentera Lady,ES,MAJ
ES2018_022,Miau,ES,MAJ
ES2018_023,Miss Dalí,ES,MAJ
ES2018_024,Sea Beasts,ES,MAJ
ES2018_025,Apocalipsis Voodoo,ES,MAJ
ES2018_026,"Escoréu, 24 d'avientu de 1937",ES,MAJ
ES2018_027,Good Bye Mister Marshall,ES,MAJ
ES2018_028,Los gigantes no existen,ES,MAJ
ES2018_028,Los gigantes no existen,GT,MIN
ES2018_029,"Director Z, el vendedor de ilusiones",ES,MAJ
ES2018_030,El pintor de Calaveras,ES,MAJ
ES2018_031,La última toma,ES,MAJ
ES2018_032,A palabra xusta,ES,MAJ
ES2018_033,"Alegría, tristeza",ES,MAJ
ES2018_033,"Alegría, tristeza",FR,MIN
ES2018_033,"Alegría, tristeza",BE,MIN
ES2018_034,Sin novedad,ES,MAJ
ES2018_035,No quiero perderte nunca,ES,MAJ
ES2018_036,El último invierno,ES,MAJ
ES2018_037,Carrasca,ES,MAJ
ES2018_038,Akemarropa,ES,MAJ
ES2018_039,Querido Fotogramas,ES,MAJ
ES2018_040,Blue Rai,ES,MAJ
ES2018_041,Doctrina El pecat original i la reinserció,ES,MAJ
ES2018_042,"Els karamazoff, a walk on the SoHo years",ES,MAJ
ES2018_043,Universal i faraona,ES,MAJ
ES2018_044,Ánimas,ES,MAJ
ES2018_044,Ánimas,BE,MIN
ES2018_045,Penélope,ES,MAJ
ES2018_045,Penélope,PL,MIN
ES2018_046,Bernarda,ES,MAJ
ES2018_047,A estación violenta,ES,MAJ
ES2018_048,Rota n' Roll,ES,MAJ
ES2018_049,I Hate New York,ES,MAJ
ES2018_050,El corazón del Teatro Real,ES,MAJ
ES2018_051,Media hora (y un epílogo),ES,MAJ
ES2018_052,El pomo azul,ES,MAJ
ES2018_053,Oh! Mammy Blue,ES,MAJ
ES2018_053,Oh! Mammy Blue,VE,MIN
ES2018_053,Oh! Mammy Blue,DE,MIN
ES2018_054,Experimento Stuka,ES,MAJ
ES2018_055,El año de la plaga,ES,MAJ
ES2018_055,El año de la plaga,MX,MIN
ES2018_055,El año de la plaga,BE,MIN
ES2018_056,Sâdhaka: la senda del yoga,ES,MAJ
ES2018_057,Lunas de Nueva York,ES,MAJ
ES2018_058,Lo posible y lo necesario,ES,MAJ
ES2018_059,Memorias de un hombre en pijama,ES,MAJ
ES2018_060,El amor y la muerte. Historia de Enrique Granados,ES,MAJ
ES2018_061,Jaulas,ES,MAJ
ES2018_062,La vida lliure,ES,MAJ
ES2018_063,Onyx: Kings of the Grail,ES,MAJ
ES2018_064,Paella Today!,ES,MAJ
ES2018_065,Desenterrando Sad Hill,ES,MAJ
ES2018_066,Face au vent,ES,MAJ
ES2018_066,Face au vent,FR,MIN
ES2018_066,Face au vent,AR,MIN
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,GB,MAJ
GB2018_001,Fantastic Beasts: The Crimes of Grindelwald,US,MIN
GB2018_002,Darkest Hour,GB,MAJ
GB2018_002,Darkest Hour,US,MIN
GB2018_003,Johnny English Strikes Again,GB,MAJ
GB2018_003,Johnny English Strikes Again,US,MIN
GB2018_003,Johnny English Strikes Again,FR,MIN
GB2018_003,Johnny English Strikes Again,CN,MIN
GB2018_004,"Three Billboards Outside Ebbing, Missouri",GB,MAJ
GB2018_004,"Three Billboards Outside Ebbing, Missouri",US,MIN
GB2018_005,King of Thieves,GB,MAJ
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,GB,MAJ
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,FR,MIN
GB2018_006,The Guernsey Literary and Potato Peel Pie Society,US,MIN
GB2018_007,Finding Your Feet,GB,MAJ
GB2018_008,The Children Act,GB,MAJ
GB2018_008,The Children Act,US,MIN
GB2018_009,The Wife,GB,MAJ
GB2018_009,The Wife,US,MIN
GB2018_009,The Wife,SE,MIN
GB2018_010,You Were Never Really Here,GB,MAJ
GB2018_010,You Were Never Really Here,FR,MIN
GB2018_010,You Were Never Really Here,US,MIN
GB2018_011,The Mercy,GB,MAJ
GB2018_011,The Mercy,FR,MIN
GB2018_012,Lean on Pete,GB,MAJ
GB2018_013,Island,GB,MAJ
GB2018_014,"Happy New Year, Colin Burstead",GB,MAJ
GB2018_015,Dead in a Week Or Your Money Back,GB,MAJ
GB2018_016,Tea with the Dames,GB,MAJ
GB2018_017,The Little Stranger,GB,MAJ
GB2018_017,The Little Stranger,IE,MIN
GB2018_017,The Little Stranger,FR,MIN
GB2018_018,Final Score,GB,MAJ
GB2018_019,Walk Like a Panther,GB,MAJ
GB2018_020,The Titan,GB,MAJ
GB2018_020,The Titan,ES,MIN
GB2018_020,The Titan,US,MIN
GB2018_021,Cake,GB,MAJ
GB2018_021,Cake,PK,MIN
GB2018_022,How to Talk to Girls at Parties,GB,MAJ
GB2018_022,How to Talk to Girls at Parties,US,MIN
GB2018_023,Pin Cushion,GB,MAJ
GB2018_024,Euphoria,GB,MAJ
GB2018_024,Euphoria,SE,MIN
GB2018_024,Euphoria,DE,MIN
GB2018_025,That Good Night,GB,MAJ
GB2018_025,That Good Night,PT,MIN
GB2018_026,Hansa Studios: By The Wall 1976-90,GB,MAJ
GB2018_027,Milk and Honey: The Movie,GB,MAJ
GB2018_028,The Chaperone,GB,MAJ
GB2018_028,The Chaperone,AU,MIN
GB2018_028,The Chaperone,US,MIN
GB2018_029,Kaufman's Game,GB,MAJ
GB2018_030,The Trial of Ratko Mladic,GB,MAJ
GB2018_031,Alan Hinkes: The First Briton To Climb The World's Highest Mountains,GB,MAJ
GB2018_032,Book of Monsters,GB,MAJ
GB2018_033,Await Further Instructions,GB,MAJ
GB2018_034,Sink,GB,MAJ
GB2018_035,Modern Life Is Rubbish,GB,MAJ
GB2018_036,"You, Me and Him",GB,MAJ
GB2018_037,Winter Ridge,GB,MAJ
GB2018_038,One Note at a Time,GB,MAJ
GB2018_038,One Note at a Time,US,MIN
GB2018_039,Erase and Forget,GB,MAJ
GB2018_040,Back to Berlin,GB,MAJ
GB2018_040,Back to Berlin,BG,MIN
GB2018_040,Back to Berlin,CZ,MIN
GB2018_040,Back to Berlin,DE,MIN
GB2018_040,Back to Berlin,GR,MIN
GB2018_040,Back to Berlin,HU,MIN
GB2018_040,Back to Berlin,IL,MIN
GB2018_040,Back to Berlin,PL,MIN
GB2018_040,Back to Berlin,RO,MIN
GB2018_040,Back to Berlin,SK,MIN
GB2018_041,Datsche,GB,MAJ
GB2018_042,Lies We Tell,GB,MAJ
GB2018_043,Being Blacker,GB,MAJ
GB2018_044,Waiting for You,GB,MAJ
GB2018_044,Waiting for You,FR,MIN
GB2018_045,Viking Destiny,GB,MAJ
GB2018_045,Viking Destiny,BE,MIN
GB2018_046,Scott and Sid,GB,MAJ
GB2018_047,Amá,GB,MAJ
GB2018_048,Stanley a Man of Variety,GB,MAJ
GB2018_049,Damascus Cover,GB,MAJ
GB2018_050,Vengeance,GB,MAJ
GB2018_051,New Town Utopia,GB,MAJ
GB2018_052,The Bromley Boys,GB,MAJ
GB2018_053,Together,GB,MAJ
GB2018_053,Together,US,MIN
GB2018_054,My Days of Mercy,GB,MAJ
GB2018_054,My Days of Mercy,US,MIN
GB2018_055,Kaiser: The Greatest Footballer Never to Play Football,GB,MAJ
GB2018_055,Kaiser: The Greatest Footballer Never to Play Football,BR,MIN
GB2018_056,Postcards from the 48%,GB,MAJ
GB2018_057,VS.,GB,MAJ
GB2018_058,The Spiritualist,GB,MAJ
GB2018_059,The Ballymurphy Precedent,GB,MAJ
GB2018_059,The Ballymurphy Precedent,IE,MIN
GB2018_060,Possum,GB,MAJ
GB2018_061,An Evening with Beverly Luff Linn,GB,MAJ
GB2018_061,An Evening with Beverly Luff Linn,US,MIN
GB2018_062,Surviving Christmas with the Relatives,GB,MAJ
GB2018_063,The Devil's Doorway,GB,MAJ
GB2018_064,My Life Story,GB,MAJ
GB2018_065,Postcards from London,GB,MAJ
GB2018_066,McKellen: Playing the Part,GB,MAJ
GB2018_067,The Aspern Papers,GB,MAJ
GB2018_067,The Aspern Papers,DE,MIN
GB2018_068,Blue Iguana,GB,MAJ
GB2018_069,The More You Ignore Me,GB,MAJ
GB2018_070,Agatha And the Truth Of Murder,GB,MAJ
GB2018_071,Dark River,GB,MAJ
GB2018_072,Leaning into the Wind,GB,MAJ
GB2018_072,Leaning into the Wind,DE,MIN
ES2019_001,Si yo fuera rico,ES,MAJ
ES2019_002,Mientras dure la guerra,ES,MAJ
ES2019_002,Mientras dure la guerra,AR,MIN
ES2019_003,Dolor y gloria,ES,MAJ
ES2019_003,Dolor y gloria,FR,MIN
ES2019_004,Perdiendo el Este,ES,MAJ
ES2019_005,Quien a hierro mata,ES,MAJ
ES2019_005,Quien a hierro mata,FR,MIN
ES2019_005,Quien a hierro mata,US,MIN
ES2019_006,Adiós,ES,MAJ
ES2019_007,Legado en los huesos,ES,MAJ
ES2019_007,Legado en los huesos,DE,MIN
ES2019_008,Los Rodríguez y el más allá,ES,MAJ
ES2019_009,Gente que viene y bah,ES,MAJ
ES2019_010,La pequeña Suiza,ES,MAJ
ES2019_011,Lo nunca visto,ES,MAJ
ES2019_012,Klaus,ES,MAJ
ES2019_012,Klaus,GB,MIN
ES2019_013,O que arde,ES,MAJ
ES2019_013,O que arde,FR,MIN
ES2019_013,O que arde,LU,MIN
ES2019_014,Aute Retrato,ES,MAJ
ES2019_015,Historias de nuestro cine,ES,MAJ
ES2019_016,La hija de un ladrón,ES,MAJ
ES2019_017,El hoyo,ES,MAJ
ES2019_018,El crack cero,ES,MAJ
ES2019_019,Abuelos,ES,MAJ
ES2019_020,4 latas,ES,MAJ
ES2019_021,Vivir dos veces,ES,MAJ
ES2019_022,El silencio del pantano,ES,MAJ
ES2019_023,Remember me,ES,MAJ
ES2019_023,Remember me,US,MIN
ES2019_023,Remember me,FR,MIN
ES2019_024,Salir del ropero,ES,MAJ
ES2019_025,Agur Etxebeste,ES,MAJ
ES2019_025,Agur Etxebeste,FR,MIN
ES2019_026,El precio de la risa,ES,MAJ
ES2019_027,Mario Y Los Perros,ES,MAJ
ES2019_028,"Manolo Sanlúcar, el legado",ES,MAJ
ES2019_029,Universo Pinzás,ES,MAJ
ES2019_030,Cuca (Retrato de una mujer),ES,MAJ
ES2019_031,Se prohíbe el cante,ES,MAJ
ES2019_032,Jesús López Cobos. Música En Las Manos,ES,MAJ
ES2019_033,Cordes,ES,MAJ
ES2019_034,¿Qué coño está pasando?,ES,MAJ
ES2019_035,Soñando Un Lugar,ES,MAJ
ES2019_036,Dolorosa Gioia,ES,MAJ
ES2019_037,"Beirut, la vie en rose",ES,MAJ
ES2019_038,The Invocation of Enver Simaku,ES,MAJ
ES2019_039,El brazalete de oro,ES,MAJ
ES2019_040,La felicidad de los perros,ES,MAJ
ES2019_041,Goodbye Ringo,ES,MAJ
ES2019_041,Goodbye Ringo,IT,MIN
ES2019_042,Sesión Salvaje,ES,MAJ
ES2019_042,Sesión Salvaje,MX,MIN
ES2019_043,Almost Ghosts,ES,MAJ
ES2019_044,The Chain,ES,MAJ
ES2019_044,The Chain,US,MIN
ES2019_045,Tierras Construidas,ES,MAJ
ES2019_046,City for Sale,ES,MAJ
ES2019_047,En busca del Óscar,ES,MAJ
ES2019_047,En busca del Óscar,AR,MIN
ES2019_047,En busca del Óscar,DO,MIN
ES2019_047,En busca del Óscar,US,MIN
ES2019_048,Moira,ES,MAJ
ES2019_049,Regresa El Cepa,ES,MAJ
ES2019_050,Si me borrara el viento lo que yo canto,ES,MAJ
ES2019_051,Be Happy! (the musical),ES,MAJ
ES2019_052,Love Me Not,ES,MAJ
ES2019_052,Love Me Not,MX,MIN
ES2019_053,Univers(o) Pecanins,ES,MAJ
ES2019_054,Peret: yo soy la rumba,ES,MAJ
ES2019_055,"Mujeres, de Coque Malla",ES,MAJ
ES2019_056,Basque Selfie,ES,MAJ
ES2019_057,Antonio López: apuntes del natural,ES,MAJ
ES2019_058,Enterrados,ES,MAJ
ES2019_058,Enterrados,AR,MIN
ES2019_058,Enterrados,VE,MIN
ES2019_059,Zaniki,ES,MAJ
ES2019_060,La primera cita,ES,MAJ
ES2019_061,Sense sostre,ES,MAJ
ES2019_062,Yo Galgo,ES,MAJ
ES2019_063,Boi,ES,MAJ
ES2019_064,"Yo, mi mujer y mi mujer muerta",ES,MAJ
ES2019_064,"Yo, mi mujer y mi mujer muerta",AR,MIN
ES2019_065,"522. Un gato, un chino y mi padre",ES,MAJ
ES2019_065,"522. Un gato, un chino y mi padre",PT,MIN
ES2019_066,El cuadro,ES,MAJ
ES2019_067,Ojos Negros,ES,MAJ
ES2019_068,"La defensa, por la libertad",ES,MAJ
ES2019_069,La noche de las dos lunas,ES,MAJ
ES2019_069,La noche de las dos lunas,VE,MIN
ES2019_070,Viva la vida,ES,MAJ
ES2019_071,La estrategia del pequinés,ES,MAJ
ES2019_072,"¡Ay, mi madre!",ES,MAJ
ES2019_073,Sanfelices,ES,MAJ
ES2019_074,Diecisiete,ES,MAJ
ES2019_075,Elisa y Marcela,ES,MAJ
ES2019_076,La Banda,ES,MAJ
ES2019_077,Me llamo Gennet,ES,MAJ
ES2019_078,La vida sense la Sara Amat,ES,MAJ
ES2019_079,Barcelona 1714,ES,MAJ
ES2019_080,Sordo,ES,MAJ
GB2019_001,Downton Abbey,GB,MAJ
GB2019_001,Downton Abbey,US,MIN
GB2019_001,Downton Abbey,CN,MIN
GB2019_002,Cats,GB,MAJ
GB2019_002,Cats,US,MIN
GB2019_003,Stan & Ollie,GB,MAJ
GB2019_003,Stan & Ollie,CA,MIN
GB2019_003,Stan & Ollie,US,MIN
GB2019_004,Mary Queen of Scots,GB,MAJ
GB2019_004,Mary Queen of Scots,US,MIN
GB2019_005,Judy,GB,MAJ
GB2019_005,Judy,US,MIN
GB2019_005,Judy,FR,MIN
GB2019_006,Fisherman's Friends,GB,MAJ
GB2019_007,The Kid Who Would Be King,GB,MAJ
GB2019_007,The Kid Who Would Be King,US,MIN
GB2019_008,Blinded by the Light,GB,MAJ
GB2019_008,Blinded by the Light,US,MIN
GB2019_009,Wild Rose,GB,MAJ
GB2019_009,Wild Rose,US,MIN
GB2019_009,Wild Rose,CA,MIN
GB2019_010,Red Joan,GB,MAJ
GB2019_011,Colette,GB,MAJ
GB2019_011,Colette,US,MIN
GB2019_011,Colette,HU,MIN
GB2019_012,Official Secrets,US,MAJ
GB2019_012,Official Secrets,GB,MIN
GB2019_013,The White Crow,GB,MAJ
GB2019_013,The White Crow,US,MIN
GB2019_013,The White Crow,RS,MIN
GB2019_014,Mrs Lowry and Son,GB,MAJ
GB2019_015,All Is True,GB,MAJ
GB2019_016,The Souvenir,GB,MAJ
GB2019_016,The Souvenir,US,MIN
GB2019_017,The Vanishing,GB,MAJ
GB2019_017,The Vanishing,US,MIN
GB2019_018,Vita & Virginia,GB,MAJ
GB2019_018,Vita & Virginia,IE,MIN
GB2019_019,Tucked,GB,MAJ
GB2019_020,The Street,GB,MAJ
GB2019_021,Ordinary love,GB,MAJ
GB2019_022,The Corrupted,GB,MAJ
GB2019_023,Ray & Liz,GB,MAJ
GB2019_024,Out of Blue,GB,MAJ
GB2019_024,Out of Blue,US,MIN
GB2019_025,Meeting Gorbachev,GB,MAJ
GB2019_025,Meeting Gorbachev,DE,MIN
GB2019_025,Meeting Gorbachev,US,MIN
GB2019_026,The Convent,GB,MAJ
GB2019_027,Untouchable,GB,MAJ
GB2019_028,My Zoe,GB,MAJ
GB2019_028,My Zoe,DE,MIN
GB2019_028,My Zoe,FR,MIN
GB2019_029,Art & Mind,GB,MAJ
GB2019_030,Out of Innocence,GB,MAJ
GB2019_030,Out of Innocence,IE,MIN
GB2019_031,An Accidental Studio,GB,MAJ
GB2019_032,Fanny Lye Deliver'd,GB,MAJ
GB2019_032,Fanny Lye Deliver'd,DE,MIN
GB2019_033,Fulci for Fake,GB,MAJ
GB2019_033,Fulci for Fake,IT,MIN
GB2019_034,Born a King,GB,MAJ
GB2019_034,Born a King,ES,MIN
GB2019_035,The Quiet One,GB,MAJ
GB2019_036,Division 19,GB,MAJ
GB2019_036,Division 19,US,MIN
GB2019_037,Songbird,GB,MAJ
GB2019_038,Arifa,GB,MAJ
GB2019_039,Wild Honey Pie!,GB,MAJ
GB2019_040,Ophelia,GB,MAJ
GB2019_040,Ophelia,US,MIN
GB2019_041,Crucible of the Vampire,GB,MAJ
GB2019_042,Once Upon a Time in London,GB,MAJ
GB2019_043,Invasion Planet Earth,GB,MAJ
GB2019_043,Invasion Planet Earth,FR,MIN
GB2019_044,Winterlong,GB,MAJ
GB2019_045,I Love My Mum,GB,MAJ
GB2019_046,Busby,GB,MAJ
GB2019_047,Connect,GB,MAJ
GB2019_048,The Courier,GB,MAJ
GB2019_049,The Amber Light,GB,MAJ
GB2019_050,Burning Men,GB,MAJ
GB2019_051,Steel Country,GB,MAJ
GB2019_051,Steel Country,US,MIN
GB2019_052,Dead Good,GB,MAJ
GB2019_053,Making Noise Quietly,GB,MAJ
GB2019_054,Mari,GB,MAJ
GB2019_055,Pink Wall,GB,MAJ
GB2019_056,The Big Meeting,GB,MAJ
GB2019_057,Neither Wolf Nor Dog,GB,MAJ
GB2019_057,Neither Wolf Nor Dog,US,MIN
GB2019_058,Say My Name,GB,MAJ
GB2019_059,Rise of the Footsoldier 4: Marbella,GB,MAJ
GB2019_060,The Flood,GB,MAJ
GB2019_061,London Unplugged,GB,MAJ
GB2019_062,Strike,GB,MAJ
GB2019_063,Prophecy,GB,MAJ
GB2019_063,Prophecy,US,MIN
GB2019_064,Destination: Dewsbury,GB,MAJ
GB2019_065,"Everton, Howard's Way",GB,MAJ
GB2019_066,American Woman,GB,MAJ
GB2019_066,American Woman,US,MIN
GB2019_067,Scotch: A Golden Dream,GB,MAJ
GB2019_067,Scotch: A Golden Dream,TW,MIN
GB2019_068,Tomorrow,GB,MAJ
GB2019_069,The Dirty War on the National Health Service,GB,MAJ
GB2019_070,Lost Lives,GB,MAJ
GB2019_070,Lost Lives,IE,MIN
GB2019_071,Somebody Up There Likes Me,GB,MAJ
GB2019_072,The Fight,GB,MAJ
GB2019_073,Final Ascent: The Legend of Hamish MacInnes,GB,MAJ
GB2019_074,Jellyfish,GB,MAJ
GB2019_075,Churchill and the Movie Mogul,GB,MAJ
GB2019_076,The Party's Just Beginning,GB,MAJ
GB2019_077,Puppet Master: The Littlest Reich,GB,MAJ
GB2019_077,Puppet Master: The Littlest Reich,US,MIN
GB2019_078,Serengeti Rules,GB,MAJ
GB2019_078,Serengeti Rules,US,MIN
GB2019_079,Where Hands Touch,GB,MAJ
GB2019_080,Coup 53,GB,MAJ
GB2019_080,Coup 53,IR,MIN
ES2020_001,Padre no hay más que uno 2: La llegada de la suegra,ES,MAJ
ES2020_002,Malasaña 32,ES,MAJ
ES2020_002,Malasaña 32,FR,MIN
ES2020_003,Superagente Makey,ES,MAJ
ES2020_004,La boda de Rosa,ES,MAJ
ES2020_004,La boda de Rosa,FR,MIN
ES2020_005,El plan,ES,MAJ
ES2020_006,El inconveniente,ES,MAJ
ES2020_007,Orígenes secretos,ES,MAJ
ES2020_008,Baby,ES,MAJ
ES2020_009,El arte de volver,ES,MAJ
ES2020_010,Nieva en Benidorm,ES,MAJ
ES2020_010,Nieva en Benidorm,GB,MIN
ES2020_011,El Drogas,ES,MAJ
ES2020_012,Invisibles,ES,MAJ
ES2020_013,La lista de los deseos,ES,MAJ
ES2020_014,La suite nupcial,ES,MAJ
ES2020_015,La maldición del guapo,ES,MAJ
ES2020_015,La maldición del guapo,AR,MIN
ES2020_016,Ofrenda a la tormenta,ES,MAJ
ES2020_016,Ofrenda a la tormenta,DE,MIN
ES2020_017,Lagun y la resistencia frente a ETA,ES,MAJ
ES2020_018,La última guardia,ES,MAJ
ES2020_019,No nacimos refugiados,ES,MAJ
ES2020_020,Diari de bosc,ES,MAJ
ES2020_021,"Calç blanca, negro carbón",ES,MAJ
ES2020_022,Lo perdido,ES,MAJ
ES2020_023,Una dona amb unes ales tremendes,ES,MAJ
ES2020_024,El abuelo Víctor - Víctor Manuel,ES,MAJ
ES2020_025,Amalia en el otoño,ES,MAJ
ES2020_026,Una mañana fría,ES,MAJ
ES2020_027,El que la lleva la entiende,ES,MAJ
ES2020_028,Un trabajo y una película,ES,MAJ
ES2020_029,Olea... ¡Más alto!,ES,MAJ
ES2020_030,"Los Últimos De La Mejana, Rebeldía y Esperanza",ES,MAJ
ES2020_031,El secreto de Ibosim,ES,MAJ
ES2020_032,Vampus Horror Tales,ES,MAJ
ES2020_033,Tierra de leche y miel,ES,MAJ
ES2020_034,Meseta,ES,MAJ
ES2020_035,La loba parda,ES,MAJ
ES2020_036,¿Puedes oírme?,ES,MAJ
ES2020_037,Pullman,ES,MAJ
ES2020_038,El último Arquero,ES,MAJ
ES2020_039,Rol & Rol,ES,MAJ
ES2020_040,"Marcelino, el mejor payaso del mundo",ES,MAJ
ES2020_041,Arzak since 1897,ES,MAJ
ES2020_042,2020,ES,MAJ
ES2020_043,Dear Werner,ES,MAJ
ES2020_044,Estándar,ES,MAJ
ES2020_045,Billy,ES,MAJ
ES2020_046,"El vino, el mundo y nosotros",ES,MAJ
ES2020_047,Lobster Soup,ES,MAJ
ES2020_047,Lobster Soup,IS,MIN
ES2020_047,Lobster Soup,LT,MIN
ES2020_048,La mancha negra,ES,MAJ
ES2020_049,Mi gran despedida,ES,MAJ
ES2020_050,El siglo de Galdós,ES,MAJ
ES2020_051,Antonio Machado. Los días azules,ES,MAJ
ES2020_052,A este lado del mundo,ES,MAJ
ES2020_053,Urubú,ES,MAJ
ES2020_054,Reboiras. Acción e corazón,ES,MAJ
ES2020_055,Lúa vermella,ES,MAJ
ES2020_056,Una ventana al mar,ES,MAJ
ES2020_056,Una ventana al mar,GR,MIN
ES2020_057,Los Hijos de San Luis,ES,MAJ
ES2020_058,La dona il·legal,ES,MAJ
ES2020_059,Blanco en blanco,ES,MAJ
ES2020_059,Blanco en blanco,CL,MIN
ES2020_059,Blanco en blanco,FR,MIN
ES2020_059,Blanco en blanco,DE,MIN
ES2020_060,Ons,ES,MAJ
ES2020_060,Ons,PT,MIN
ES2020_061,Ilargi Guztiak,ES,MAJ
ES2020_061,Ilargi Guztiak,FR,MIN
ES2020_062,El año del descubrimiento,ES,MAJ
ES2020_062,El año del descubrimiento,CH,MIN
ES2020_063,La isla de las mentiras,ES,MAJ
ES2020_063,La isla de las mentiras,AR,MIN
ES2020_063,La isla de las mentiras,PT,MIN
ES2020_064,Hil-Kanpaiak,ES,MAJ
ES2020_065,Lur eta Amets,ES,MAJ
ES2020_066,Palabras para un fin del mundo,ES,MAJ
ES2020_067,Un mundo normal,ES,MAJ
GB2020_001,1917,GB,MAJ
GB2020_001,1917,US,MIN
GB2020_002,Emma,GB,MAJ
GB2020_002,Emma,US,MIN
GB2020_002,Emma,CN,MIN
GB2020_003,The Personal History of David Copperfield,US,MAJ
GB2020_003,The Personal History of David Copperfield,GB,MIN
GB2020_004,Military Wives,GB,MAJ
GB2020_005,Greed,GB,MAJ
GB2020_006,The Secret Garden,GB,MAJ
GB2020_006,The Secret Garden,FR,MIN
GB2020_006,The Secret Garden,US,MIN
GB2020_006,The Secret Garden,CN,MIN
GB2020_007,Misbehaviour,GB,MAJ
GB2020_007,Misbehaviour,FR,MIN
GB2020_008,Pixie,GB,MAJ
GB2020_009,Hope Gap,GB,MAJ
GB2020_010,Summerland,GB,MAJ
GB2020_011,23 walks,GB,MAJ
GB2020_012,Come Away,GB,MAJ
GB2020_013,Love Sarah,GB,MAJ
GB2020_014,Four Kids and It,GB,MAJ
GB2020_015,The Owners,GB,MAJ
GB2020_015,The Owners,US,MIN
GB2020_015,The Owners,FR,MIN
GB2020_016,Fatman,GB,MAJ
GB2020_016,Fatman,CA,MIN
GB2020_016,Fatman,US,MIN
GB2020_017,Crock of Gold: A Few Rounds With Shane MacGowan,GB,MAJ
GB2020_017,Crock of Gold: A Few Rounds With Shane MacGowan,US,MIN
GB2020_017,Crock of Gold: A Few Rounds With Shane MacGowan,IE,MIN
GB2020_018,Rebecca,GB,MAJ
GB2020_018,Rebecca,US,MIN
GB2020_019,Being a Human Person,GB,MAJ
GB2020_019,Being a Human Person,SE,MIN
GB2020_020,Eternal Beauty,GB,MAJ
GB2020_021,American Dharma,GB,MAJ
GB2020_021,American Dharma,US,MIN
GB2020_022,Concrete Plans,GB,MAJ
GB2020_023,C.L.E.A.N.,GB,MAJ
GB2020_023,C.L.E.A.N.,HR,MIN
GB2020_023,C.L.E.A.N.,DE,MIN
GB2020_024,Villain,GB,MAJ
GB2020_025,Cordelia,GB,MAJ
GB2020_026,The Loss Adjuster,GB,MAJ
GB2020_027,Finding Jack Charlton,GB,MAJ
GB2020_027,Finding Jack Charlton,IE,MIN
GB2020_028,Perfect Strangers,GB,MAJ
GB2020_029,Show Me The Picture: The Story of Jim Marshall,GB,MAJ
GB2020_029,Show Me The Picture: The Story of Jim Marshall,US,MIN
GB2020_030,Philophobia,GB,MAJ
GB2020_031,Everything - The Real Thing Story,GB,MAJ
GB2020_032,The Man in the Hat,GB,MAJ
GB2020_033,The Runaways,GB,MAJ
GB2020_034,Idiot Prayer,GB,MAJ
GB2020_035,Mogul Mowgli,GB,MAJ
GB2020_035,Mogul Mowgli,US,MIN
GB2020_036,Calm with Horses,GB,MAJ
GB2020_036,Calm with Horses,IE,MIN
GB2020_037,Final Account,GB,MAJ
GB2020_037,Final Account,US,MIN
GB2020_038,Schemers,GB,MAJ
GB2020_039,Nomad: In the Footsteps of Bruce Chatwin,GB,MAJ
GB2020_040,David Attenborough: A Life on Our Planet,GB,MAJ
GB2020_041,Patients of a Saint,GB,MAJ
GB2020_042,The Burnt Orange Heresy,GB,MAJ
GB2020_042,The Burnt Orange Heresy,US,MIN
GB2020_042,The Burnt Orange Heresy,IT,MIN
GB2020_043,The Banishing,GB,MAJ
ES2021_001,¡A todo tren! Destino Asturias,ES,MAJ
ES2021_002,Way Down,ES,MAJ
ES2021_002,Way Down,FR,MIN
ES2021_003,Maixabel,ES,MAJ
ES2021_004,La familia perfecta,ES,MAJ
