film_id,nat_title,eng_title,trailer_url,poster_url,nat_synopsis,eng_synopsis
ES2018_011,Mudar la piel,,https://www.youtube.com/watch?v=mMMZHcy69zw,https://www.imdb.com/title/tt8769310/mediaviewer/rm1950055424/?ref_=tt_ov_i,"Juan es un mediador que trató de alcanzar la paz entre ETA y el gobierno español. Roberto es un espía de los servicios secretos que se infiltró en su vida durante años. Mudar la piel es la historia de Juan, el padre de la directora, y Roberto, el hombre que le espió. Ambos cultivan una insólita amistad a pesar de la traición. Mudar la piel también es la crónica de la relación de los cineastas con el espía y su dificultad para atrapar su escurridiza identidad.","After coming out from jail, Roberto and my father are still friends. A friendship that persists despite betrayal. The spy within is the story of my father and the man who spied him. The story of Juan, the mediator that struggled for peace between ETA and the Spanish Government, and Roberto, the agent of the Secret Services who was infiltrated in our lives for years. But it is also the chronicle of our relationship as filmmakers with the spy, and the difficulty to catch his slippery identity."
ES2018_012,El silencio de otros,The Silence of Others,https://www.youtube.com/watch?v=i3ZEb8A6VKE,https://www.imdb.com/title/tt8099236/mediaviewer/rm2409000448/?ref_=tt_ov_i,"El silencio de otros' revela la lucha silenciada de las víctimas del largo régimen del General Franco, que continúan buscando justicia hasta nuestros días. Filmado a lo largo de seis años, la película sigue a las víctimas y los supervivientes del régimen franquista a medida que organizan la denominada “querella argentina” y confrontan un “pacto del olvido” sobre los crímenes que padecieron.","The Silence of Others reveals the epic struggle of victims of Spain's 40-year dictatorship under General Franco, who continue to seek justice to this day. Filmed over six years, the film follows the survivors as they organize the groundbreaking 'Argentine Lawsuit' and fight a state-imposed amnesia of crimes against humanity, and explores a country still divided four decades into democracy. Seven years in the making, The Silence of Others is the second documentary feature by Emmy-winning filmmakers Almudena Carracedo and Robert Bahar (Made in L.A.). It is being Executive Produced by Pedro Almodóvar, Agustín Almodóvar, and Esther García."
ES2018_013,Mi querida cofradía,Hoplessly Devout,https://www.youtube.com/watch?v=sgwkIwonLhE,https://www.imdb.com/title/tt6984534/mediaviewer/rm3395242752/?ref_=tt_ov_i,"Carmen lleva más de 30 años desviviéndose por la hermandad de su pueblo y su sueño es convertirse en hermana mayor de la misma, siendo esto algo utópico en un círculo social aún en la actualidad representado por hombres principalmente. Después de producirse una votación, Ignacio es elegido hermano mayor y, tras un desafortunado accidente, Carmen lo deja inconsciente y tiene que esconderlo en su casa. Todo se complica cuando su hija discute con su marido, actual alcalde del pueblo, y decide volver a casa de su madre.",A woman in a Catholic brotherhood in the south of Spain tries to be president in a world traditionally reserved to men.
ES2018_014,El árbol de la sangre,The Tree of Blood,https://www.youtube.com/watch?v=RkVVw285OQ8,https://www.imdb.com/title/tt6433832/mediaviewer/rm3479272448/?ref_=tt_ov_i,"Marc (Álvaro Cervantes) y Rebeca (Úrsula Corberó) son una joven pareja que viaja hasta un antiguo caserío vasco que perteneció a su familia. Allí escribirán la historia común de sus raíces familiares, creando así un gran árbol genealógico donde se cobijan relaciones de amor, desamor, sexo, locura, celos e infidelidades, y bajo el que también yace una historia repleta de secretos y tragedias.",Rebeca and Marc make a travel to discover their mutual family pasts in Rebeca's grandparents house.
ES2018_015,Oreina,The Deer,https://www.youtube.com/watch?v=ojK49RJjwQc,https://www.imdb.com/title/tt9057154/mediaviewer/rm4129128192/?ref_=tt_ov_i,"Khalil es un joven desarraigado que vive en la periferia de la ciudad, allí donde los polígonos industriales confluyen con el río y la marisma. Khalil se busca la vida como puede y pasa los días junto a un viejo furtivo, que comparte una casa en la orilla del río con un hermano con el que no se habla desde hace años. En las orillas de la marisma, las mareas marcan el tiempo del amor y el desamor, de la amistad y la venganza.","Khalil is an uprooted young man who lives small tricks in a border area where industrial buildings and swamps rub shoulders. He regularly visits Jose Ramon, an old man with a troubled past who lives in a house by the river. This house he shares it with his brother Martin, whom he has not spoken to for years. In the swamp, more or less lost souls rub shoulders, without necessarily crossing each other."
ES2018_016,The Man Who Killed Don Quixote,,https://www.youtube.com/watch?v=yiiRZJUTT2k,https://www.imdb.com/title/tt1318517/mediaviewer/rm3143394816/?ref_=tt_ov_i,"Toby, un director de cine muy cínico, se ve envuelto en los estrafalarios delirios de un viejo zapatero español que se cree el mismo Don Quijote. A lo largo de sus aventuras cómicas, y cada vez más surrealistas, Toby se ve abocado a enfrentarse con las trágicas repercusiones de la película que rodó cuando era un joven idealista, una película que cambió los sueños y esperanzas de un pequeño pueblo español para siempre. ¿Podrá Toby reparar los daños y recuperar su propia humanidad? ¿Podrá Don Quijote sobrevivir a su propia locura y muerte inminente? ¿El amor lo conquistará todo?","Toby, a disillusioned film director, is pulled into a world of time-jumping fantasy when a Spanish cobbler believes himself to be Sancho Panza. He gradually becomes unable to tell dreams from reality."
ES2018_017,En las estrellas,Up Among the Stars,https://www.youtube.com/watch?v=eTCQx5vYjYc,https://www.imdb.com/title/tt6984530/mediaviewer/rm1262576128/?ref_=tt_ov_i,"Víctor es un director de cine al que le superan sus propias desgracias. Es alcohólico, está en paro y terriblemente deprimido, en gran parte a causa de la muerte de su mujer. Sin embargo, Víctor sigue siendo el mejor en una cosa: contarle historias fantásticas a su hijo de nueve años, Ingmar. Dichas historias son cada uno de los guiones que sueña con dirigir en un futuro, cuando reúna todos los recursos necesarios. Víctor e Ingmar comparten un presente lleno de tristeza y precariedad, pero también plagado de robots y localizaciones de películas que han visto juntos. A pesar de formar un gran equipo, sus problemas se multiplicarán cuando los demás empiecen a cuestionar su papel como padre.","Victor is a washed-up film director, gone to seed since the death of his wife, struggling to support his son Ingmar (named after Ingmar Bergman) with no income and no work. His only friends are a family who manage a run-down cinema with a stockroom full of celluloid classics that nobody pays to see. Victor revels in dreams of past glories, when 'the Americans' sought him for his expertise in special effects, although his recent CV comprises a hamfisted documentary and a silent film about Ancient Greeks, so bad that the only thing people (mis)remember is the Romans and that nobody wants to watch silent films anymore. Ingmar, uninterested in cinematic greats, is happy to watch monster films while his father drinks. Victor keeps busy making films that he never completes, using Ingmar as his cast and crew, while trying to secure funding for his magnum opus, dodging a social worker with concerns about the child, and chasing an inheritance controlled by his estranged sister and debts owed by a former colleague who now films commercial ads. The plot of his planned film hinges on an idealised love story to replace the very real tragedy of his marriage, using fantastical sets and old-school special effects. Eventually Victor must accept reality and tell Ingmar the truth, but not before one last adventure."
ES2018_018,Figuras,Figures,https://www.imdb.com/title/tt7730856/?ref_=ev_nom,https://www.imdb.com/title/tt7730856/mediaviewer/rm2638511104/?ref_=tt_ov_i,"Stella, una mujer argentina que vive en España, sufre esclerosis lateral amiotrófica (ELA) y necesita atención constante. Paco, su compañero desde hace mucho tiempo, la ayuda a moverse, comer y comunicarse. Valeria, la hija de Stella, los visita esporádicamente, y angustiada por el visible deterioro de su madre, encuentra una vía de escape saliendo de fiesta. Mientras esperan una respuesta sobre un piso de protección oficial, tratan de lidiar con la situación a través del humor y el amor. Una familia real interpretando una historia real.",The last moments in the life of an ALS patient.
ES2018_019,Trote,,https://www.youtube.com/watch?v=zbrQ5tKXl7Q,https://www.imdb.com/title/tt7534342/mediaviewer/rm1812428544/?ref_=tt_ov_i,"Hija de. Hermana de. Carme vive en una aldea de las montañas del interior de Galicia junto a su padre Ramón, con el que apenas se comunica, y su madre enferma. Trabaja en una panadería y necesita escapar de ese ambiente opresivo, pero las circunstancias siempre le impidieron dar el paso. Trotar. Huir.","Carme lives in a mountain village in Galicia with her sick mother and father Ramón, with whom she hardly speaks. Working in a bakery, she feels the urge to escape from this oppressive atmosphere, but circumstances always seem to stop her. But during the ""Rapa das Bestas"" weekend - a celebration of the age-old struggle between man and horse - Carme's older brother, Luís, comes home with his wife María."
ES2018_020,Cuando dejes de quererme,When You No Longer Love Me,https://www.youtube.com/watch?v=3h6FcpM61a8,https://www.imdb.com/title/tt3674018/mediaviewer/rm1918201344/?ref_=tt_ov_i,"Laura (Flor Torrente) vive en Buenos Aires con su padrastro Fredo (Eduardo Blanco). Siendo una niña, ella y su madre se marcharon del País Vasco, supuestamente tras ser abandonadas por su padre. Pero un día recibe una llamada desde España: el cuerpo de su padre acaba de ser encontrado enterrado en un bosque cercano. Las pruebas forenses han sido claras: Félix Careaga (Eneko Sagardoy) murió hace más de 30 años asesinado de un disparo en la nuca. Laura decide volar a España junto a Fredo para enterrar a su padre. En su viaje conocerá a Javier Egoskue (Miki Esparbé), agente de seguros, que comunica a Laura la exis­tencia de un seguro de vida firmado por su padre. Egoskue, intrigado por la historia del asesinato y atraído por Laura, emprenderá junto a ella y Fredo una particular investigación para descubrir quién acabó con la vida de Félix Careaga.",An Argentinian girl returns to her natal town on Basque Country to discover who killed her father.
ES2018_021,Formentera Lady,,https://www.youtube.com/watch?v=Bv8D19QFYP4,https://www.imdb.com/title/tt6563862/mediaviewer/rm1292912896/?ref_=tt_ov_i,"Samuel llegó a la Formentera hippie de los 70 y allí sigue. Vive sin luz y toca el banjo en un garito. Un día recibe la visita, después de muchos años, de su hija Anna y de su nieto Marc. Anna, desempleada desde hace tiempo, dice que ha tenido que aceptar un trabajo en Francia y se ve obligada a dejar en la isla a su hijo con Samuel.","Samuel is an old hippie musician who settled in Formentera in the 1970s, when King Crimson and other British rock bands frequented the island. There he lives austerely, in a ramshackle house without electric light or unnecessary luxuries, and plays the banjo in a friends' club. Until one day, after many years, he receives the unexpected visit of his daughter Anna and his grandson Marc. Anna, unemployed for some time, says she has had to accept a job in France and is forced to leave her little son on the island with grandfather Samuel."
ES2018_022,Miau,,youtube.com/watch?v=v9gD_JfnS7w,https://www.imdb.com/title/tt7105008/mediaviewer/rm250757632/?ref_=tt_ov_i,"Cuatro jubilados trazan un plan para sentirse vivos: van a robarle al aburrimiento y a la vida. Telmo ocupa su tiempo escribiendo un ensayo sobre el origen de su chiste favorito cuando se reencuentra casualmente con dos amigos de juventud. Un tercero, Monreal, sale de la cárcel con la intención de revolucionar al grupo, proponiéndoles un rocambolesco plan y poniendo patas arriba su monótona rutina. Sin nada que perder, el variopinto grupo se verá inmerso en el robo a un museo... Adaptación de la novela ""Hilo musical para una piscifactoría"", de Juan Luis Saldaña.",
ES2018_023,Miss Dalí,,https://www.youtube.com/watch?v=5jPf2M4pBPg,https://www.imdb.com/title/tt6688832/mediaviewer/rm4211889408/?ref_=tt_ov_i,"Anna Maria Dalí es cuatro años más joven que su hermano Salvador y se adoran. Ambos disfrutan del gran ambiente progresista de la España republicana, confraternizando con grandes creadores, García Lorca, Buñuel... Una arcadia feliz en Cadaqués, uno pueblos más bellos del Mediterráneo, que se rompe con el estallido de las guerras europeas, la llegada de la siempre misteriosa Gala y con el impresionante éxito mundial de Salvador, uno de los más grandes pintores del siglo XX. Dos personalidades genuinas que pese al amor que se profesan durante toda su vida, dejan de tratarse durante cuarenta años. Los Dalí quedan marcados, como en un drama griego, por sus caracteres, por sus amores, por sus espíritus libres, por sus traiciones, por ser hijos de quien eran y por haber vivido intensamente los años más convulsos y apasionantes de un siglo colmado de guerras, dictaduras y de cambios culturales, sociales, políticos y artísticos.","Anna Maria Dalí is four years younger than her brother Salvador and they love each other. Both enjoy the great progressive atmosphere of republican Spain, fraternizing with great creators, García Lorca, Buñuel."
ES2018_024,Sea Beasts,,https://www.imdb.com/title/tt9437016/?ref_=ttrel_ov,https://www.imdb.com/title/tt9437016/mediaviewer/rm1728935168/?ref_=tt_ov_i,,"In a small, isolated house on a remote coast, next to a violent sea lives Amancio, with only his widowed mother Elvira for company. Amancio is a middle-aged man with the mind of a small child. The only contact he has with other people is with Iria, a young government social worker who he is innocently in love with, and Pedro, an old, philosophical fisherman who seems to be the only human who lives in the area. On a nearby beach Amancio finds assorted objects rejected by the sea, and he hides them in a cave that only he knows. One morning, on one of his walks on the beach, Amancio finds a strange capsule that seems to have something mysterious inside. Before long he'll discover that there are dangerous people asking around the area, looking for that object, and that his life and the lives of the people he knows are in serious danger because of it."
ES2018_025,Apocalipsis Voodoo,Voodoo Apocalypse,https://www.imdb.com/title/tt7937990/?ref_=vp_close,https://www.imdb.com/title/tt7937990/mediaviewer/rm2629652736/?ref_=tt_ov_i,"Narra la batalla apocalíptica entre una pareja de policías (claramente dos antihéroes) y un súper villano llamado Papá Voodoo y su banda de funk: “The Funky Zombies” (que convierten en zombis a todo aquel que escucha su música). Batalla en la que entrarán en el juego el Kung Fu, la Lucha Libre Mexicana, el Vudú, los zombis, el amor y los conocimientos parapsicológicos de un sacerdote experto en el uso de katanas... y todo ello a ritmo de música Funk.","Detective Charlie Vargas returns to Los Angeles to take charge of a top priority case: the reappearance of the drug lord Jimmy Vanilla, founder and singer with the music group Black Vanilla."
ES2018_026,"Escoréu, 24 d'avientu de 1937",,https://www.filmaffinity.com/es/evideos.php?movie_id=986042,https://www.filmaffinity.com/es/filmimages.php?movie_id=986042,"Tres testimonios de tres personas víctimas de los crímenes franquistas de la Guerra Civil en el lugar de los hechos, en paralelo a los trabajos de búsqueda de fosas comunes en los bosques asturianos.",
ES2018_027,Good Bye Mister Marshall,,https://www.youtube.com/watch?v=1RYN6_gJsgg,https://www.imdb.com/title/tt7632892/mediaviewer/rm3949614336/?ref_=tt_ov_i,,"In 1953 a group of marines from The American Sixth Fleet took on a local team from Rafelbunyol in a football match which mirrored, in real life, the fictional atmosphere envisaged in the film ""Bienvenido, Mr. Marshall""."
ES2018_028,Los gigantes no existen,Giants Don't Exist,https://www.filmaffinity.com/es/evideos.php?movie_id=559980,https://www.imdb.com/title/tt3781940/mediaviewer/rm3075563008/?ref_=tt_ov_i,"Guatemala, años 80. Andrés tiene 9 años y mucho miedo. Vive con María y Pedro, el hombre que mató a su hermano, uno de los hombres que masacraron a todas las mujeres y niños de su aldea. Son los peores días de la guerra. Él ha sobrevivido, pero tiene miedo. La esposa de Pedro, María, también tiene miedo, miedo de salir de casa, miedo de perder a su nuevo hijo… hasta Pedro tiene miedo, miedo de sí mismo. Andrés quiere huir, o quizás no. Tiene demasiado miedo para saberlo.","Guatemala, in the 80s. The worst days of the Civil war. Andrés is 9 years old. He lives with Pedro González, one of the men who massacred all the women and children in his village. Andrés has survived, but he's scared. Pedro's wife, María, is also scared, scared to go out, scared to lose Andrés, whom she considers as ""her new son"" - even Pedro is scared, scared of himself and what the Army bounds him to do. Andrés would like to run away but he also wants to stay in his new family - until his sister appears."
ES2018_029,"Director Z, el vendedor de ilusiones",,https://www.youtube.com/watch?v=z1k2qh-F8z0,https://www.imdb.com/title/tt10133352/mediaviewer/rm3807600896/?ref_=tt_ov_i,"Documental sobre José María Zabalza, cineasta irunés que durante la década de los sesenta y setenta trabajó con los artistas más importantes de la época.",
ES2018_030,El pintor de Calaveras,,,https://www.imdb.com/title/tt9795650/mediaviewer/rm680685312/?ref_=tt_ov_i,"El pintor y cineasta Pepe Dámaso (Agaete, Gran Canaria, 1933), convaleciente de una grave enfermedad, decide donar a sus paisanos la obra que ha guardado consigo a lo largo de setenta años. Antes de desprenderse de sus cuadros, Dámaso regresa a los paisajes y argumentos de su infancia, un conjunto de elementos identitarios sobre los que ha labrado una original alegoría plástica de la vida insular",
ES2018_031,La última toma,,,https://www.imdb.com/title/tt9253650/mediaviewer/rm2304927744/?ref_=tt_ov_i,"Una película que recupera la figura de Claudio Guerín, una de las grandes promesas del cine español a finales de los años 60 y principios de los 70, cuya carrera fue interrumpida por su muerte temprana.",
ES2018_032,A palabra xusta,,https://www.filmaffinity.com/es/evideos.php?movie_id=260453,https://www.imdb.com/title/tt6627366/mediaviewer/rm1563895040/?ref_=tt_ov_i,"Una maestra y pedagoga de 92 años regresa a una casa parada en el tiempo. Allí, Antía Cal Vázquez “Tita” inicia una conversación con sus recuerdos, las imágenes de una vida atrapadas en viejas fotografías, el paisaje de montaña que rodea la casa y la memoria del amor de su vida, Antonio Beiras.",
ES2018_033,"Alegría, tristeza",,https://www.imdb.com/title/tt7040858/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Alegr%25C3%25ADa%252C%2520tristeza,https://www.imdb.com/title/tt7040858/mediaviewer/rm523533568/?ref_=tt_ov_i,"Marcos (Roberto Álamo), Sandra (Maggie Civantos) y su hija Lola (Claudia Placer) forman una familia vital y carismática. Marcos, bombero de profesión y acostumbrado a vivir situaciones límite, recibirá un duro golpe que hará que su vida de un giro inesperado. A partir de entonces, sufrirá un bloqueo que no le permitirá reconocer las emociones de los demás ni empatizar con ellos. Con la ayuda de los suyos, iniciará un tratamiento para superar este shock. En el camino para volver a sentir, su hija Lola será la clave para reconstruir de nuevo su universo.","Marcos (Roberto Álamo) is a firefighter who, in spite of being used to extreme situations, goes into shock when life deals him a bad hand. His new inability to empathize with others affects both his personal and professional life. He seeks the help of a psychologist, Luna (Manuela Vellés), who with his daughter Lola (Claudia Placer) helps him rebuild his life."
ES2018_034,Sin novedad,,,https://www.imdb.com/title/tt7123960/mediaviewer/rm2358435073/?ref_=tt_ov_i,"Lola, vive sola con su hijo Jorge cerca de un polígono industrial en Madrid. Trabaja muchas horas para un jefe tacaño y estricto en una empresa de trasteros. Una noche, Jorge confiesa a su madre que ha empezado a entablar relación con su padre, Marcos, que les abandonó hace muchos años.",
ES2018_035,No quiero perderte nunca,,https://www.filmaffinity.com/es/evideos.php?movie_id=893216,https://www.imdb.com/title/tt4814544/mediaviewer/rm2757247232/?ref_=tt_ov_i,"Malena y Paula se acaban de trasladar a la casa de campo en la que vivían los padres de Paula. Una mañana recibe la noticia de que su madre se ha escapado del geriátrico donde estaba. Malena se va a trabajar y Paula se queda sola, hasta que recibe una visita inesperada. Su madre ha entrado en la casa pero ella no la encuentra, en una casa habitada de recuerdos cada vez más borrosos e imprecisos. Paula se perderá buscando a su madre, y tendrá que ser Malena la que la ayude a salvarse, como si fuera una medium intentando expulsar sus fantasmas interiores.",
ES2018_036,El último invierno,,https://www.filmaffinity.com/es/evideos.php?movie_id=795349,https://www.imdb.com/title/tt7484964/mediaviewer/rm1055345152/?ref_=tt_ov_i,"Andre Dolvonosov, un hombre al borde de un precipicio, decide no saltar al pensar en la imagen de su mujer y su hija desangrándose en un paso de cebra, una helada noche de invierno, tras un atropello con fuga. Andre, quien sufrió malos tratos de pequeño, decide desplegar el conjunto de habilidades adquiridas en su trabajo como asesino a sueldo para una organización de la mafia rusa. Para ello pide ayuda a su antiguo jefe, quien le proporciona los medios e infraestructura necesaria para dar caza y acabar con los dos drogadictos que atropellaron a su mujer y a su hija, y a la abogada que les ayudó a salir indemnes en el juicio.",
ES2018_037,Carrasca,,https://www.filmaffinity.com/es/evideos.php?movie_id=508534,https://www.imdb.com/title/tt10400212/mediaviewer/rm3280050945/?ref_=tt_ov_i,"Un testamento en vida y una road movie sobre ser mujer, artista, abuela, madre y esposa, y sobrevivir a ello en un mundo de hombres. La veterana pintora Teresa Ramón nos transporta al corazón del proceso creativo, a sus renuncias y retos, en el viaje de vuelta de su experiencia con la muerte.","A living will and a road movie about how to be a female artist, grandmother, mother and wife and survive to all of that in a world ruled by men. The veteran painter, Teresa Ramón, transports the spectator to the heart of the creative process through the abnegation, personal drive and daring in the return journey from her experience with death."
ES2018_038,Akemarropa,,https://www.filmaffinity.com/es/evideos.php?movie_id=973283,https://www.filmaffinity.com/es/filmimages.php?movie_id=973283,Elena es una joven actriz con un sueño: hacer cine. Para ello tendrá que reunir a su antiguo equipo y convencerles de que continúen el viaje juntos.,
ES2018_039,Querido Fotogramas,,https://www.imdb.com/title/tt7654710/?ref_=ttrel_ov,https://www.imdb.com/title/tt7654710/mediaviewer/rm318602496/?ref_=tt_ov_i,"La película toma como punto de partida el 70 aniversario de la icónica revista de cine Fotogramas, la más antigua de nuestro país, cuyo hilo conductor son las cartas que los lectores enviaban al consultorio de Mr. Belvedere. A través de la lectura de las cartas más representativas recibidas en la redacción a lo largo de estas siete décadas, se homenajea al cine, a los lectores y al periodismo.","Celebrating the 70-year anniversary of the magazine Fotogramas, this documentary focuses on the letters that readers have sent into the publication."
ES2018_040,Blue Rai,,https://www.imdb.com/title/tt6500354/?ref_=ttrel_ov,https://www.imdb.com/title/tt6500354/mediaviewer/rm2716938240/?ref_=tt_ov_i,"Se cumplen seis horas de la noticia que tiene conmocionado al país. Ocho rehenes, miles de seguidores en las redes sociales y una única petición: sólo quiere volver a ver a su chica.","Eight hostages, thousands of followers on social networks and a single request: he only wants to see his girl again."
