film_id,nat_title,character_id,person_id,ch_age,ch_gender,ch_sexuality,ch_porigin,ch_class,ch_profession,ch_ability,,,,,,,,,,,,,,,
ES2020_006,El inconveniente,ES2020_006_02,José Sacristán,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_007,Orígenes secretos,ES2020_007_01,Antonio Resines,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_008,Baby,ES2020_008_01,Harriet Sansom Harris,3,F,,WWE,UC,,AB,,,,,,,,,,,,,,,
ES2020_008,Baby,ES2020_008_02,Charo López,4,F,,WWE,,,,,,,,,,,,,,,,,,
ES2020_009,El arte de volver,ES2020_009_01,Celso Bugallo,4,M,HE,WWE,MC,RE,CI,,,,,,,,,,,,,,,
ES2020_010,Nieva en Benidorm,ES2020_010_01,Timothy Spall,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_010,Nieva en Benidorm,ES2020_010_02,Carmen Machi,2,F,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_010,Nieva en Benidorm,ES2020_010_03,Pedro Casablanc,2,M,,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2020_012,Invisibles,ES2020_012_01,Emma Suárez,2,F,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_012,Invisibles,ES2020_012_02,Adriana Ozores,2,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2020_012,Invisibles,ES2020_012_03,Blanca Portillo,2,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2020_012,Invisibles,ES2020_012_04,Pedro Casablanc,2,M,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2020_013,La lista de los deseos,ES2020_013_01,Victoria Abril,3,F,,WWE,MC,,CI,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,ES2020_014_01,Carlos Iglesias,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,ES2020_014_02,José Mota,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,ES2020_014_03,Santiago Segura,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,ES2020_014_04,Ana Fernández,2,F,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_014,La suite nupcial,ES2020_014_05,Roberto Álvarez,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_015,La maldición del guapo,ES2020_015_01,Gonzalo de Castro,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2020_015,La maldición del guapo,ES2020_015_02,Ginés García Millán,2,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2020_015,La maldición del guapo,ES2020_015_03,Carlos Hipólito,3,M,HE,WWE,UM,,AB,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,ES2020_016_01,Imanol Arias,3,M,,WWE,UC,EM,AB,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,ES2020_016_02,Itziar Aizpuru,4,F,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,ES2020_016_03,Alicia Sánchez,4,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,ES2020_016_04,Ana Wagener,2,F,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_016,Ofrenda a la tormenta,ES2020_016_05,Susi Sánchez,4,F,HE,WWE,MC,RE,PD,,,,,,,,,,,,,,,
IT2022_001,Il grande giorno,IT2022_001_01,Giovanni Storti,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
IT2022_001,Il grande giorno,IT2022_001_02,Aldo Baglio,3,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
IT2022_001,Il grande giorno,IT2022_001_03,Giacomo Poretti,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
IT2022_002,La stranezza,IT2022_002_01,Toni Servillo,2,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_004,Il colibrì,IT2022_004_01,Pierfrancesco Favino,2,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
IT2022_008,Siccità,IT2022_008_01,Silvio Orlando,3,M,HE,WWE,LC,UN,AB,,,,,,,,,,,,,,,
IT2022_008,Siccità,IT2022_008_02,Tommaso Ragno,2,M,HE,WWE,MC,UN,AB,,,,,,,,,,,,,,,
IT2022_008,Siccità,IT2022_008_03,Max Tortora,3,M,HE,WWE,LC,UN,AB,,,,,,,,,,,,,,,
IT2022_008,Siccità,IT2022_008_04,Diego Ribon,3,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
IT2022_009,Vicini di casa,IT2022_009_01,Claudio Bisio,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
IT2022_010,Il sesso degli angeli,IT2022_010_01,Leonardo Pieraccioni,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_012,Il Principe di Roma,IT2022_012_01,Marco Giallini,2,M,HE,WWE,MC,UN,AB,,,,,,,,,,,,,,,
IT2022_013,Astolfo,IT2022_013_01,Gianni Di Gregorio,3,M,HE,WWE,LM,RE,AB,,,,,,,,,,,,,,,
IT2022_013,Astolfo,IT2022_013_02,Stefania Sandrelli,3,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
IT2022_015,Esterno notte - Parte 1,IT2022_015_01,Fabrizio Gifuni,3,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
IT2022_015,Esterno notte - Parte 1,IT2022_015_02,Margherita Buy,3,F,HE,WWE,UM,UN,AB,,,,,,,,,,,,,,,
IT2022_016,C'era una volta il crimine,IT2022_016_01,Marco Giallini,2,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
IT2022_017,Settembre,IT2022_017_01,Fabrizio Bentivoglio,2,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
IT2022_020,Esterno notte - Parte 2,IT2022_020_01,Fabrizio Gifuni,3,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
IT2022_020,Esterno notte - Parte 2,IT2022_020_01,Margherita Buy,3,F,HE,WWE,UM,UN,AB,,,,,,,,,,,,,,,
IT2022_021,Tutti a bordo,IT2022_021_01,Giovanni Storti,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
IT2022_021,Tutti a bordo,IT2022_021_02,Carlo Buccirosso,3,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_025,La mia ombra è tua,IT2022_025_01,Marco Giallini,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_029,Orlando,IT2022_029_01,Michele Placido,3,M,HE,WWE,LC,SE,AB,,,,,,,,,,,,,,,
IT2022_030,Una boccata d'aria,IT2022_030_01,Aldo Baglio,3,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
IT2022_032,Gigi la legge,IT2022_032_01,Pier Luigi Mecchia,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_034,Acqua e anice,IT2022_034_01,Stefania Sandrelli,4,F,HE,WWE,LM,RE,CI,,,,,,,,,,,,,,,
IT2022_036,Aiuto! È Natale!,IT2022_036_01,Richard Dreyfuss,4,M, ,WWE, ,SE,AB,,,,,,,,,,,,,,,
IT2022_039,Bentu,IT2022_039_01,Peppeddu Cuccu,4,M,,WWE,LC,SE,,,,,,,,,,,,,,,,
IT2022_046,Il Cristo in gola,IT2022_046_01,Antonio Rezza,2,M,,,,,,,,,,,,,,,,,,,,
IT2022_047,Vetro,IT2022_047_01,Tommaso Ragno,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_051,Quel posto nel tempo,IT2022_051_01,Leo Gullotta,4,M,HE,WWE,MC,RE,PD,,,,,,,,,,,,,,,
IT2022_054,Femminile Singolare,IT2022_054_01,Catherine Deneuve,3,F,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
IT2022_054,Femminile Singolare,IT2022_054_02,Monica Guerritore,2,F,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_055,The Last Ride of the Wolves,IT2022_055_01,Pasquale De Michele,3,M,,WWE,LC,SE,AB,,,,,,,,,,,,,,,
IT2022_058,L'angelo dei muri,IT2022_058_01,Pierre Richard,4,M,,WWE,LC,,,,,,,,,,,,,,,,,
IT2022_060,Le voci sole,IT2022_060_01,Giovanni Storti,3,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_060,Le voci sole,IT2022_060_02,Alessandra Faiella,3,F,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
IT2022_061,Con chi viaggi,IT2022_061_01,Pasquale Lillo Petrolo,2,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
IT2022_062,Quattordici giorni - Una storia d'amore,IT2022_062_01,Thomas Trabacchi,2,M,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
IT2022_063,Il mammone,IT2022_063_01,Diego Abatantuono ,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_063,Il mammone,IT2022_063_02,Angela Finocchiaro,3,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
IT2022_066,My Soul Summer,IT2022_066_01,Tommaso Ragno,3,M,,WWE,,SE,AB,,,,,,,,,,,,,,,
IT2022_070,Mindemic,IT2022_070_01,Giorgio Colangeli ,3,M,HE,WWE,LM,SE,,,,,,,,,,,,,,,,
IT2022_071,(Im)perfetti Criminali,IT2022_071_01,Babak Karimi,2,M,,,LM,EM,AB,MEA,,,,,,,,,,,,,,
IT2022_073,Amici per la pelle,IT2022_073_01,Massimo Ghini,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_073,Amici per la pelle,IT2022_073_02,Nancy Brilli,3,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,IT2022_076_01,Umberto Smaila,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,IT2022_076_02,Pippo Franco,3,M,HE,WWE,MC,EM,AB,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,IT2022_076_03,Maurizio Mattioli,3,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,IT2022_076_04,Max Cavallari,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,IT2022_076_05,Loretta Micheloni,3,F,,WWE,,,AB,,,,,,,,,,,,,,,
IT2022_077,I cassamortari,IT2022_077_01,Massimo Ghini ,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2022_078,Din Don - Il paese dei balocchi,IT2022_078_01,Maurizio Mattioli,3,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_078,Din Don - Il paese dei balocchi,IT2022_078_02,Enzo Salvi,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
IT2022_080,Troppa famiglia!,IT2022_080_01,Antonello Fassari,3,M,HE,WWE,LM,RE,AB,,,,,,,,,,,,,,,
IT2022_080,Troppa famiglia!,IT2022_080_02,Daniela Giordano,3,F,HE,WWE,LM,RE,AB,,,,,,,,,,,,,,,
ES2020_023,Una dona amb unes ales tremendes,ES2020_023_01,Victoria Salvador,3,F,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2020_023,Una dona amb unes ales tremendes,ES2020_023_02,Juli Mira,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_01,María José Alfonso,4,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_02,Máximo Valverde,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_03,Manuel Zarzo,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_04,Guillermo Montesinos,3,M,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_05,Saturnino García,4,M,,WWE,,,,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_06,Mariano Venancio,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_07,Carlos Manuel Díaz ,3,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_08,Silvia Casanova,4,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_09,Tony Antonio,3,M,HE,WWE,,,AB,,,,,,,,,,,,,,,
ES2020_024,Amalia en el otoño,ES2020_024_10,Jesús Guzmán,4,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_031,El secreto de Ibosim,ES2020_031_01,Micky Molina,3,M,,WWE,,,,,,,,,,,,,,,,,,
ES2020_031,El secreto de Ibosim,ES2020_031_02,Miriam Díaz Aroca,3,F,,WWE,,,,,,,,,,,,,,,,,,
ES2020_032,Vampus Horror Tales,ES2020_032_01,Saturnino García,4,M,,WWE,,EM,AB,,,,,,,,,,,,,,,
ES2020_032,Vampus Horror Tales,ES2020_032_02,José Lifante,4,M,,WWE,,,,,,,,,,,,,,,,,,
ES2020_032,Vampus Horror Tales,ES2020_032_03,Micky Molina,3,M,,WWE,,,,,,,,,,,,,,,,,,
ES2020_032,Vampus Horror Tales,ES2020_032_04,Lone Fleming,4,F,,WWE,,,,,,,,,,,,,,,,,,
ES2020_044,Estándar,ES2020_044_01,Manuel de Blas,4,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2020_048,La mancha negra,ES2020_048_01,María Alfonsa Rosso,4,F,HE,WWE,UM,RE,CI,,,,,,,,,,,,,,,
ES2020_048,La mancha negra,ES2020_048_04,Juan Manuel Lara,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_049,Mi gran despedida,ES2020_049_01,Juan Manuel Lara,3,M,,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2020_052,A este lado del mundo,ES2020_052_01,Janfri Topera,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2020_053,Urubú,ES2020_053_01,José Carabias,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2020_055,Lúa vermella,ES2020_055_01,"Manuel Tajes ""O Rubio de Camelles""",3,M,,WWE,LM,SE,AB,,,,,,,,,,,,,,,
ES2020_056,Una ventana al mar,ES2020_056_01,Emma Suárez,2,M,HE,WWE,MC,EM,CI,,,,,,,,,,,,,,,
ES2020_056,Una ventana al mar,ES2020_056_02,Akilas Karazisis,3,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
ES2020_056,Una ventana al mar,ES2020_056_03,Antonis Kafetzopoulos,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_057,Los Hijos de San Luis,ES2020_057_01,José González,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_058,La dona il·legal,ES2020_058_01,Daniel Faraldo,3,M,,,MC,EM,AB,WLA,,,,,,,,,,,,,,
ES2020_058,La dona il·legal,ES2020_058_02,Boris Ruiz,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2020_058,La dona il·legal,ES2020_058_03,Abdel Aziz El Mountassir,3,M,,,MC,SE,AB,NAF,,,,,,,,,,,,,,
ES2020_059,Blanco en blanco,ES2020_059_01,Alfredo Castro,3,M,,,MC,SE,AB,WLA,,,,,,,,,,,,,,
ES2020_059,Blanco en blanco,ES2020_059_02,Alejandro Goic,3,M,,,MC,EM,AB,WLA,,,,,,,,,,,,,,
ES2020_060,Ons,ES2020_060_01,"Antonio Durán ""Morris""",2,M,HE,WWE,MC,,PD,,,,,,,,,,,,,,,
FR2020_003,Sol,FR2020_003_01,Chantal Lauby,3,F,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
FR2020_006,Une belle équipe,FR2020_006_01,Kad Merad,2,M,HE,,MC,EM,AB,,,,,,,,,,,,,,,
FR2020_008,Je ne rêve que de vous,FR2020_008_01,Hippolyte Girardot,3,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
FR2020_015,Les Traducteurs,FR2020_015_01,Lambert Wilson,3,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
FR2020_016,L'Esprit de famille,FR2020_016_02,François Berléand,3,M,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_016,L'Esprit de famille,FR2020_016_02,Josiane Balasko,3,F,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_019,Les Mélancolies de Sade,FR2020_019_01,Didier Sauvegrain,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_020,Ducobu 3,FR2020_020_01,Elie Semoun,2,M,HE,,MC,EM,AB,,,,,,,,,,,,,,,
FR2020_021,#jesuislà,FR2020_021_01,Alain Chabat,3,M,HE,,UM,SE,AB,,,,,,,,,,,,,,,
FR2020_027,La Fille au bracelet,FR2020_027_01,Roshdy Zem,2,M,HE,,UM,EM,AB,,,,,,,,,,,,,,,
FR2020_028,Deux,FR2020_028_02,Barbara Sukowa,3,F,HO,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_028,Deux,FR2020_028_02,Martine Chevallier,3,F,HO,WWE,UM,RE,TD,,,,,,,,,,,,,,,
FR2020_029,10 jours sans maman,FR2020_029_01,Franck Dubosc,2,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
FR2020_032,Mine de rien,FR2020_032_01,Philippe Rebbot,2,M,HE,,LM,UN,AB,,,,,,,,,,,,,,,
FR2020_036,De Gaulle,FR2020_036_01,Lambert Wilson,3,M,HE,WWE,UC,EM,AB,,,,,,,,,,,,,,,
FR2020_037,Papi Sitter,FR2020_037_01,Gérard Lanvin,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
FR2020_037,Papi Sitter,FR2020_037_02,Olivier Marchal,3,M,HE,WWE,LM,RE,AB,,,,,,,,,,,,,,,
FR2020_039,La Bonne Épouse,FR2020_039_01,Juliette Binoche,2,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_042,Les Parfums,FR2020_042_01,Emmanuelle Devos,2,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_051,Terrible Jungle,FR2020_051_01,Catherine Deneuve,4,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_056,Belle-fille,FR2020_056_01,Miou-Miou,3,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
FR2020_058,Effacer l'historique,FR2020_058_01,Denis Podalydès,2,M,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
FR2020_058,Effacer l'historique,FR2020_058_02,Corinne Masiero,2,F,HE,WWE,LM,EM,AB,,,,,,,,,,,,,,,
FR2020_060,Poissonsexe,FR2020_060_01,Gustave Kervern,2,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
FR2020_061,La Daronne,FR2020_061_01,Isabelle Huppert,3,F,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
FR2020_063,Un soupçon d'amour,FR2020_063_01,Marianne Basler,2,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_063,Un soupçon d'amour,FR2020_063_02,Fabienne Babe,3,F,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_063,Un soupçon d'amour,FR2020_063_03,Jean-Philippe Puymartin,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_068,J'irai mourir dans les Carpates,FR2020_068_01,Antoine de Maximy,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_072,Boutchou,FR2020_073_01,Carole Bouquet,3,F,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_072,Boutchou,FR2020_073_02,Gérard Darmon,3,M,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_072,Boutchou,FR2020_073_03,Clémentine Célarié,3,F,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_072,Boutchou,FR2020_073_04,Pascal Nzonzi,3,M,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
FR2020_074,Mon cousin,FR2020_075_01,Vincent Lindon,3,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
FR2020_085,Adieu les cons,FR2020_086_01,Albert Dupontel,2,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
FR2020_092,Sous les étoiles de Paris,FR2020_093_01,Catherine Frot,3,F,HE,WWE,LC,UN,AB,,,,,,,,,,,,,,,
FR2020_093,Garçon chiffon,FR2020_094_01,Nathalie Baye,3,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2020_061,Ilargi Guztiak,ES2020_061_01,Zorion Eguileor,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_063,La isla de las mentiras,ES2020_063_01,Darío Grandinetti,3,M,,,UM,EM,AB,WLA,,,,,,,,,,,,,,
ES2020_063,La isla de las mentiras,ES2020_063_02,Celso Bugallo,4,M,,WWE,LM,,,,,,,,,,,,,,,,,
ES2020_063,La isla de las mentiras,ES2020_063_03,Mela Casal,3,F,,WWE,LM,,,,,,,,,,,,,,,,,
ES2020_064,Hil-Kanpaiak,ES2020_064_01,Kandido Uranga,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2020_067,Un mundo normal,ES2020_067_01,Magüi Mira,4,F,HE,WWE,UM,RE,AB,,,,,,,,,,,,,,,
ES2019_001,Si yo fuera rico,ES2019_001_01,Antonio Resines,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_001,Si yo fuera rico,ES2019_001_02,Isabel Ordaz,3,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2019_001,Si yo fuera rico,ES2019_001_03,Jordi Sánchez,2,M,,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_01,Karra Elejalde,3,M,HE,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_02,Eduard Fernández,2,M,HE,WWE,UM,EM,PD,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_03,Santi Prego,1,M,HE,WWE,UC,SE,AB,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_04,Tito Valverde,3,M,,WWE,UC,SE,AB,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_05,Pep Tosar,2,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,ES2019_002_06,Itziar Aizpuru,4,F,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
ES2019_003,Dolor y gloria,ES2019_003_01,Antonio Banderas,3,M,HO,WWE,UM,SE,PD,,,,,,,,,,,,,,,
ES2019_003,Dolor y gloria,ES2019_003_02,Julieta Serrano,4,F,HE,WWE,LC,RE,CI,,,,,,,,,,,,,,,
ES2019_003,Dolor y gloria,ES2019_003_03,Susi Sánchez,3,F,HE,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2019_004,Perdiendo el Este,ES2019_004_01,Carmen Machi,2,F,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2019_004,Perdiendo el Este,ES2019_004_02,Leo Harlem,2,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2019_005,Quien a hierro mata,ES2019_005_01,Xan Cejudo,4,M,HE,WWE,UM,SE,CI,,,,,,,,,,,,,,,
ES2019_006,Quien a hierro mata,ES2019_006_01,Carlos Bardem,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,ES2019_007_01,Imanol Arias,3,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,ES2019_007_02,Susi Sánchez,3,F,HE,WWE,MC,RE,CI,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,ES2019_007_03,Ana Wagener,2,F,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,ES2019_007_04,Itziar Aizpuru,4,F,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,ES2019_007_05,Francesc Orella,3,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,ES2019_008_01,Plácido Domingo,4,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,ES2019_008_02,Geraldine Chaplin,4,F,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,ES2019_008_03,Rossy de Palma,2,F,,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,ES2019_008_04,Enrique Villén,2,M,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,ES2019_008_05,Eduardo Gómez,3,M,,WWE,LM,EM,AB,,,,,,,,,,,,,,,
ES2019_009,Gente que viene y bah,ES2019_009_01,Carmen Maura,3,F,HE,WWE,MC,SE,CI,,,,,,,,,,,,,,,
ES2019_010,La pequeña Suiza,ES2019_010_01,Ramón Barea,3,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2019_010,La pequeña Suiza,ES2019_010_02,Enrique Villén,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_010,La pequeña Suiza,ES2019_010_03,Kandido Uranga,3,M,HE,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_011,Lo nunca visto,ES2019_011_01,Kiti Mánver,4,F,HE,WWE,LM,RE,AB,,,,,,,,,,,,,,,
ES2019_011,Lo nunca visto,ES2019_011_02,Carmen Machi,2,F,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
ES2019_011,Lo nunca visto,ES2019_011_03,Paco Tous,2,M,HE,WWE,MC,SE,AB,,,,,,,,,,,,,,,
IT2020_003,Odio l'estate,IT2020_003_01,Aldo Baglio,,,,,,,,,,,,,,,,,,,,,,
IT2020_003,Odio l'estate,IT2020_003_02,Giacomo Poretti,,,,,,,,,,,,,,,,,,,,,,
IT2020_003,Odio l'estate,IT2020_003_03,Giovanni Storti,,,,,,,,,,,,,,,,,,,,,,
IT2020_004,Gli anni più belli,IT2020_004_01,Pierfrancesco Favino,,,,,,,,,,,,,,,,,,,,,,
IT2020_004,Gli anni più belli,IT2020_004_02,Kim Rossi Stuart,,,,,,,,,,,,,,,,,,,,,,
IT2020_004,Gli anni più belli,IT2020_004_03,Micaela Ramazzotti,,,,,,,,,,,,,,,,,,,,,,
IT2020_004,Gli anni più belli,IT2020_004_04,Claudio Santamaria,,,,,,,,,,,,,,,,,,,,,,
IT2020_005,Hammamet,IT2020_005_01,Pierfrancesco Favino,,,,,,,,,,,,,,,,,,,,,,
IT2020_009,Volevo nascondermi,IT2020_009_01,Elio Germano,,,,,,,,,,,,,,,,,,,,,,
