film_id,nat_title,tag_id,tag_name,,,,,,,,,,,,,,,,,,,,,,
FR2021_020,Un tour chez ma fille,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_020,Un tour chez ma fille,2234,Separation,,,,,,,,,,,,,,,,,,,,,,
FR2021_020,Un tour chez ma fille,2331,Independent Home,,,,,,,,,,,,,,,,,,,,,,
FR2021_020,Un tour chez ma fille,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_022,Ibrahim,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,1131,Inheritance,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,2413,Class Dynamics,,,,,,,,,,,,,,,,,,,,,,
FR2021_025,La Fine Fleur,2223,Intergenerational friendship,,,,,,,,,,,,,,,,,,,,,,
FR2021_026,Le Sens de la famille,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_026,Le Sens de la famille,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_026,Le Sens de la famille,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_027,Présidents,2440,Celebrity,,,,,,,,,,,,,,,,,,,,,,
FR2021_027,Présidents,2424,Retirement,,,,,,,,,,,,,,,,,,,,,,
FR2021_027,Présidents,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_028,Soeurs,2131,Natural Death,,,,,,,,,,,,,,,,,,,,,,
FR2021_031,The Deep House,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_031,The Deep House,3100,Crime,He's a child murderer,,,,,,,,,,,,,,,,,,,,,
FR2021_032,Benedetta,,Religion,,,,,,,,,,,,,,,,,,,,,,
FR2021_032,Benedetta,2113,Physical Illness,,,,,,,,,,,,,,,,,,,,,,
FR2021_035,Mystère à Saint-Tropez,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_035,Mystère à Saint-Tropez,2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_036,Titane,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_036,Titane,2125,Well-Being,,,,,,,,,,,,,,,,,,,,,,
FR2021_036,Titane,2215,Substance Abuse (Steroids),,,,,,,,,,,,,,,,,,,,,,
FR2021_036,Titane,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_037,Gunpowder Milkshake,3140,Organized Crime,,,,,,,,,,,,,,,,,,,,,,
FR2021_039,"Onoda, 10 000 nuits dans la jungle",3310,National Identity,,,,,,,,,,,,,,,,,,,,,,
FR2021_039,"Onoda, 10 000 nuits dans la jungle",2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_039,"Onoda, 10 000 nuits dans la jungle",1224,Stages of Life,,,,,,,,,,,,,,,,,,,,,,
FR2021_039,"Onoda, 10 000 nuits dans la jungle",3220,War,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2424,Retirement,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2121,Caregiving,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2125,Hospital,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_040,C'est la vie,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_041,Les Sorcières de l'Orient,2125,Well-Being,Sport?,,,,,,,,,,,,,,,,,,,,,
FR2021_041,Les Sorcières de l'Orient,2222,Elderhood,,,,,,,,,,,,,,,,,,,,,,
FR2021_041,Les Sorcières de l'Orient,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_041,Les Sorcières de l'Orient,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_041,Les Sorcières de l'Orient,2221,Homosociality,,,,,,,,,,,,,,,,,,,,,,
FR2021_044,De bas étage,2424,Retirement,,,,,,,,,,,,,,,,,,,,,,
FR2021_044,De bas étage,2412,Precarity,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,2251,Grief,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,2226,Intergenerational Conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,3100,Crime,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,2331,Independent Home,,,,,,,,,,,,,,,,,,,,,,
FR2021_045,Messe basse,2114,Mental Illness,,,,,,,,,,,,,,,,,,,,,,
FR2021_047,C'est quoi ce papy?!,2114,Mental Illness,,,,,,,,,,,,,,,,,,,,,,
FR2021_047,C'est quoi ce papy?!,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_047,C'est quoi ce papy?!,2233,Romance,,,,,,,,,,,,,,,,,,,,,,
FR2021_047,C'est quoi ce papy?!,2334,Care Home,,,,,,,,,,,,,,,,,,,,,,
FR2021_047,C'est quoi ce papy?!,2123,Medical Treatment,,,,,,,,,,,,,,,,,,,,,,
FR2021_050,Rouge,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_050,Rouge,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_050,Rouge,3230,Ecology,,,,,,,,,,,,,,,,,,,,,,
FR2021_050,Rouge,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_051,Attention au départ,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_051,Attention au départ,2214,In-Laws,,,,,,,,,,,,,,,,,,,,,,
FR2021_053,Les Fantasmes,2242,Desire,,,,,,,,,,,,,,,,,,,,,,
FR2021_053,Les Fantasmes,2241,Sex,,,,,,,,,,,,,,,,,,,,,,
FR2021_053,Les Fantasmes,2233,Romance,,,,,,,,,,,,,,,,,,,,,,
FR2021_053,Les Fantasmes,2131,Natural Death,,,,,,,,,,,,,,,,,,,,,,
FR2021_053,Les Fantasmes,2334,Care Home,,,,,,,,,,,,,,,,,,,,,,
FR2021_055,Fragile,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_056,La Terre des hommes,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_056,La Terre des hommes,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_056,La Terre des hommes,2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_056,La Terre des hommes,1131,Inheritance,Transmission might be more exact,,,,,,,,,,,,,,,,,,,,,
FR2021_057,Gogo,1121,New Start,,,,,,,,,,,,,,,,,,,,,,
FR2021_057,Gogo,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_057,Gogo,2112,Disability,,,,,,,,,,,,,,,,,,,,,,
FR2021_057,Gogo,,Education,?,,,,,,,,,,,,,,,,,,,,,
FR2021_057,Gogo,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_058,Laila in Haifa,1141,May-December,,,,,,,,,,,,,,,,,,,,,,
FR2021_058,Laila in Haifa,2321,Urban,,,,,,,,,,,,,,,,,,,,,,
FR2021_059,"Le Fils de l'épicière, le maire, le village et le monde",2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_059,"Le Fils de l'épicière, le maire, le village et le monde",2432,Volunteering,,,,,,,,,,,,,,,,,,,,,,
FR2021_061,Boîte noire,3330,State Apparatus,,,,,,,,,,,,,,,,,,,,,,
FR2021_061,Boîte noire,3110,Corruption,,,,,,,,,,,,,,,,,,,,,,
FR2021_062,Délicieux,2131,Natural Death,,,,,,,,,,,,,,,,,,,,,,
FR2021_062,Délicieux,2223,Intergenerational friendship,,,,,,,,,,,,,,,,,,,,,,
FR2021_063,La Nuit des rois,2113,Physical Illness,,,,,,,,,,,,,,,,,,,,,,
FR2021_063,La Nuit des rois,3140,Organized Crime,,,,,,,,,,,,,,,,,,,,,,
FR2021_066,L'Origine du monde,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_066,L'Origine du monde,2123,Medical Treatment,,,,,,,,,,,,,,,,,,,,,,
FR2021_066,L'Origine du monde,2252,Loneliness,,,,,,,,,,,,,,,,,,,,,,
FR2021_066,L'Origine du monde,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_066,L'Origine du monde,2331,Independent Home,,,,,,,,,,,,,,,,,,,,,,
FR2021_067,La Ferme qui soigne - Agroécologie et médecines,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_067,La Ferme qui soigne - Agroécologie et médecines,2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_067,La Ferme qui soigne - Agroécologie et médecines,2431,Activism,,,,,,,,,,,,,,,,,,,,,,
FR2021_067,La Ferme qui soigne - Agroécologie et médecines,2125,Well-Being,,,,,,,,,,,,,,,,,,,,,,
FR2021_069,Pourris gâtés,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_069,Pourris gâtés,2226,Intergenerational Conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_069,Pourris gâtés,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_069,Pourris gâtés,2222,Elderhood,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2434,Daily Routine,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2252,Loneliness,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2224,Non-human Companionship,,,,,,,,,,,,,,,,,,,,,,
FR2021_071,"Là, où le temps s'est arrêté",2125,Well-Being,more physical exercise I guess,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2133,Elder Suicide,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2113,Physical Illness,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2125,Hospital,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2134,Agony,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,1141,May-December,,,,,,,,,,,,,,,,,,,,,,
FR2021_072,Tout s'est bien passé,2123,Medical Treatment,,,,,,,,,,,,,,,,,,,,,,
FR2021_073,Cette musique ne joue pour personne,3140,Organized Crime,,,,,,,,,,,,,,,,,,,,,,
FR2021_073,Cette musique ne joue pour personne,2233,Romance,,,,,,,,,,,,,,,,,,,,,,
FR2021_073,Cette musique ne joue pour personne,2433,Artistic Creation,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,3220,War,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,2313,Trauma,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,2431,Activism,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,2112,Disability,,,,,,,,,,,,,,,,,,,,,,
FR2021_074,    En route pour le milliard,3330,State Apparatus,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,2253,Abuse,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,1131,Inheritance,,,,,,,,,,,,,,,,,,,,,,
FR2021_075,Eugénie Grandet,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_076,Guermantes,2433,Artistic Creation,,,,,,,,,,,,,,,,,,,,,,
FR2021_076,Guermantes,,covid-19,,,,,,,,,,,,,,,,,,,,,,
FR2021_076,Guermantes,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_077,J'ai aimé vivre là,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_077,J'ai aimé vivre là,2321,Urban,,,,,,,,,,,,,,,,,,,,,,
FR2021_077,J'ai aimé vivre là,2433,Artistic Creation,,,,,,,,,,,,,,,,,,,,,,
FR2021_078,La Traversée,2313,Trauma,,,,,,,,,,,,,,,,,,,,,,
FR2021_078,La Traversée,3410,Migration,,,,,,,,,,,,,,,,,,,,,,
FR2021_078,La Traversée,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_079,Gaza mon amour,2233,Romance,,,,,,,,,,,,,,,,,,,,,,
FR2021_079,Gaza mon amour,2231,Marriage,,,,,,,,,,,,,,,,,,,,,,
FR2021_079,Gaza mon amour,2422,Self-employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_079,Gaza mon amour,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_079,Gaza mon amour,3330,State Apparatus,,,,,,,,,,,,,,,,,,,,,,
FR2021_080,Le Kiosque,2422,Self-employment,disappearing profession,,,,,,,,,,,,,,,,,,,,,
FR2021_080,Le Kiosque,2321,Urban,,,,,,,,,,,,,,,,,,,,,,
FR2021_081,Tralala,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_081,Tralala,3120,Fraud,,,,,,,,,,,,,,,,,,,,,,
FR2021_081,Tralala,,Religion,,,,,,,,,,,,,,,,,,,,,,
FR2021_081,Tralala,2321,Urban,,,,,,,,,,,,,,,,,,,,,,
FR2021_081,Tralala,2251,Grief,,,,,,,,,,,,,,,,,,,,,,
FR2021_082,Debout les femmes!,2431,Activism,,,,,,,,,,,,,,,,,,,,,,
FR2021_082,Debout les femmes!,2121,Caregiving,,,,,,,,,,,,,,,,,,,,,,
FR2021_083,Eiffel,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,3260,Discrimination,"Racist, nazi character, rezally",,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,3120,Fraud,,,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,2423,Unemployment,,,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,2226,Intergenerational conflict,,,,,,,,,,,,,,,,,,,,,,
FR2021_084,L'Homme de la cave,2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_086,"Le Poète illuminé, Germain Nouveau (1851-1920)",2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_088,À la vie,2121,Caregiving,,,,,,,,,,,,,,,,,,,,,,
FR2021_088,À la vie,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_088,À la vie,3330,State Apparatus,problem of degradation of public service,,,,,,,,,,,,,,,,,,,,,
FR2021_089,Illusions perdues,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_089,Illusions perdues,2413,Class Dynamics,,,,,,,,,,,,,,,,,,,,,,
FR2021_090,Le Trésor du petit Nicolas,2421,Employment,"Boss of the father, teachers",,,,,,,,,,,,,,,,,,,,,
FR2021_091,Les Héroïques,2423,Unemployment,The character is 50,,,,,,,,,,,,,,,,,,,,,
FR2021_091,Les Héroïques,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_091,Les Héroïques,2215,Substance Abuse,,,,,,,,,,,,,,,,,,,,,,
FR2021_091,Les Héroïques,,Homelessness,,,,,,,,,,,,,,,,,,,,,,
FR2021_091,Les Héroïques,2412,Precarity,,,,,,,,,,,,,,,,,,,,,,
FR2021_092,"Spectre: Sanity, Madness & the Family",2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_092,"Spectre: Sanity, Madness & the Family",2313,Trauma,,,,,,,,,,,,,,,,,,,,,,
FR2021_092,"Spectre: Sanity, Madness & the Family",,Religion,,,,,,,,,,,,,,,,,,,,,,
FR2021_093,Tonton Manu,2433,Artistic Creation,,,,,,,,,,,,,,,,,,,,,,
FR2021_093,Tonton Manu,2440,Celebrity,question of Legacy comes back a lot,,,,,,,,,,,,,,,,,,,,,
FR2021_093,Tonton Manu,1150,Travel,,,,,,,,,,,,,,,,,,,,,,
FR2021_094,Tout nous sourit,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_094,Tout nous sourit,2212,Grandparenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_094,Tout nous sourit,2231,Marriage,,,,,,,,,,,,,,,,,,,,,,
FR2021_095,La Fracture,2121,Caregiving,not tagging more since the heroine is in her 50s,,,,,,,,,,,,,,,,,,,,,
FR2021_096,Lui,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_099,My Son,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_099,My Son,3330,State Apparatus,,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2431,Activism,,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2231,Marriage,,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2211,Parenthood,it's in fact adoption,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_100,Pingouin et Goëland et leurs 500 petits,2222,Elderhood,,,,,,,,,,,,,,,,,,,,,,
FR2021_103,Aline,,Stages of Life,"Again, who is the ageing character here? I would go for Aline's parents",,,,,,,,,,,,,,,,,,,,,
FR2021_103,Aline,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_103,Aline,2322,Rural,,,,,,,,,,,,,,,,,,,,,,
FR2021_105,Haute Couture,2424,Retirement,,,,,,,,,,,,,,,,,,,,,,
FR2021_105,Haute Couture,2421,Employment,,,,,,,,,,,,,,,,,,,,,,
FR2021_105,Haute Couture,2225,Mentorship,,,,,,,,,,,,,,,,,,,,,,
FR2021_105,Haute Couture,2413,Class Dynamics,,,,,,,,,,,,,,,,,,,,,,
FR2021_105,Haute Couture,3100,Crime,The heroine steals Nathalie Baye's purse,,,,,,,,,,,,,,,,,,,,,
FR2021_106,Marcher sur l'eau,3230,Ecology,,,,,,,,,,,,,,,,,,,,,,
FR2021_106,Marcher sur l'eau,3410,Migration,,,,,,,,,,,,,,,,,,,,,,
FR2021_107,Partir?,3410,Migration,,,,,,,,,,,,,,,,,,,,,,
FR2021_107,Partir?,2412,precarity,,,,,,,,,,,,,,,,,,,,,,
FR2021_108,Les Bodin's en Thaïlande,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_108,Les Bodin's en Thaïlande,,Holiday,,,,,,,,,,,,,,,,,,,,,,
FR2021_108,Les Bodin's en Thaïlande,2121,Caregiving,,,,,,,,,,,,,,,,,,,,,,
FR2021_108,Les Bodin's en Thaïlande,2125,Well-Being,"Once again, sport or physical activity would fit better",,,,,,,,,,,,,,,,,,,,,
FR2021_108,Les Bodin's en Thaïlande,2413,Class Dynamics,,,,,,,,,,,,,,,,,,,,,,
FR2021_109,On est fait pour s'entendre,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_109,On est fait pour s'entendre,2252,Loneliness,The film is interesting because the middle-aged hero has an hearing disability associated with old age,,,,,,,,,,,,,,,,,,,,,
FR2021_110,Oranges sanguines,2412,precarity,,,,,,,,,,,,,,,,,,,,,,
FR2021_111,Retourner à Sölöz,3410,Migration,,,,,,,,,,,,,,,,,,,,,,
FR2021_111,Retourner à Sölöz,2311,Cultural Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_111,Retourner à Sölöz,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_111,Retourner à Sölöz,1152,Pilgrimage,Question of Legacy again,,,,,,,,,,,,,,,,,,,,,
FR2021_113,De son vivant,2121,Caregiving,,,,,,,,,,,,,,,,,,,,,,
FR2021_113,De son vivant,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_113,De son vivant,2251,Grief,,,,,,,,,,,,,,,,,,,,,,
FR2021_114,Mon fils Malik,3140,Organized Crime,,,,,,,,,,,,,,,,,,,,,,
FR2021_115,La Grande Aventure du Cirque Plume,2312,Personal Memory,,,,,,,,,,,,,,,,,,,,,,
FR2021_115,La Grande Aventure du Cirque Plume,2433,Artistic Creation,,,,,,,,,,,,,,,,,,,,,,
FR2021_115,La Grande Aventure du Cirque Plume,2434,Daily Routine,,,,,,,,,,,,,,,,,,,,,,
FR2021_115,La Grande Aventure du Cirque Plume,2222,Elderhood,,,,,,,,,,,,,,,,,,,,,,
FR2021_115,La Grande Aventure du Cirque Plume,2424,Retirement,,,,,,,,,,,,,,,,,,,,,,
FR2021_116,La Pièce rapportée,2214,In-Laws,,,,,,,,,,,,,,,,,,,,,,
FR2021_116,La Pièce rapportée,2211,Parenthood,,,,,,,,,,,,,,,,,,,,,,
FR2021_116,La Pièce rapportée,2411,Wealth,,,,,,,,,,,,,,,,,,,,,,
FR2021_116,La Pièce rapportée,2413,Class Dynamics,,,,,,,,,,,,,,,,,,,,,,
FR2021_116,La Pièce rapportée,2112,Disability,,,,,,,,,,,,,,,,,,,,,,
