film_id,nat_title,film_country,prod_share,,,,,,,,,,,,,,,,,,,,,,
FR2022_072,I Comete,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_073,L'Hypothèse démocratique - une histoire basque,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_074,Le Monde après nous,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_075,Les Sans-dents,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_076,Années 20,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_077,Le Médecin imaginaire,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_077,Le Médecin imaginaire,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_078,Sentinelle sud,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_079,Les Passagers de la nuit,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_080,Ténor,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_081,Cœurs vaillants,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_081,Cœurs vaillants,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_082,Les Folies Fermières,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_083,On sourit pour la photo,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_084,Tom,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_084,Tom,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_085,J'adore ce que vous faites,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_086,La Fabrique des pandémies,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_087,Van Gogh in Love,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_088,Frère et soeur,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_089,Don Juan,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_089,Don Juan,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_090,Ça tourne à Saint-Pierre et Miquelon,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_090,Ça tourne à Saint-Pierre et Miquelon,CA,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_091,C'est magnifique!,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_092,"Roland Gori, une époque sans esprit",FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_093,Champagne !,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_094,"Mizrahim, les oubliés de la Terre Promise",FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_094,"Mizrahim, les oubliés de la Terre Promise",IL,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_095,Petite fleur,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_095,Petite fleur,AR,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_095,Petite fleur,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_095,Petite fleur,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_096,Incroyable mais vrai,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_096,Incroyable mais vrai,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_097,Mon amour,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_098,L'Homme parfait,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_099,Le Divorce de mes marrants,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_099,Le Divorce de mes marrants,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_099,Le Divorce de mes marrants,US,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_100,Les Goûts et les Couleurs,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_101,En roue libre,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_102,Irréductible,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_103,Mastemah,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_103,Mastemah,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_104,I Love Greece,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_105,Peter von Kant,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_105,Peter von Kant,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_106,Ducobu Président !,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_106,Ducobu Président !,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_107,La Nuit du 12,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_107,La Nuit du 12,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_108,Menteur,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_109,Joyeuse retraite! 2,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_110,Magdala,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_111,L'Année du requin,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_112,La Très Très Grande Classe,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_112,La Très Très Grande Classe,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_113,Les Vieux Fourneaux 2: Bons pour l'asile,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_114,Les Volets verts,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_114,Les Volets verts,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_115,Avec amour et acharnement,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_116,La Dégustation,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_117,La Page blanche,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_118,Les Cinq Diables,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_119,Kompromat,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_120,Le Tigre et le président,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_120,Le Tigre et le président,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_121,Tout le monde aime Jeanne,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_121,Tout le monde aime Jeanne,PT,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_122,Walden,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_123,À propos de Joan,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_123,À propos de Joan,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_123,À propos de Joan,IE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_124,Canailles,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_125,Citoyen d'honneur,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_126,Tout fout le camp,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_127,Transe,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_127,Transe,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_127,Transe,IT,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_128,L'Ombre de Goya par Jean-Claude Carrière,PT,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_129,Les Enfants des autres,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_130,Les Secrets de mon père,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_130,Les Secrets de mon père,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_131,Une belle course,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_131,Une belle course,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_132,Jumeaux mais pas trop,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_133,La Cour des Miracles,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_134,Le Sixième Enfant,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_135,Maria rêve,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_136,Vacances,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_137,Être prof,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_137,Être prof,US,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_138,L'Origine du mal,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_138,L'Origine du mal,CA,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_139,La Combattante,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_139,La Combattante,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_140,Novembre,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_141,Un beau matin,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_141,Un beau matin,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_141,Un beau matin,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_142,Une femme de notre temps,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_143,L'Innocent,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_144,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_144,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux ?,LU,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_145,Les Harkis,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_145,Les Harkis,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_146,"Simone, le voyage du siècle",FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_147,Temps morts,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_148,Belle et Sébastien: Nouvelle génération,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_149,Le Nouveau Jouet,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_150,"Le Pharaon, le Sauvage et la Princesse",FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_150,"Le Pharaon, le Sauvage et la Princesse",BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_151,Reprise en main,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_152,Bowling Saturne,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_152,Bowling Saturne,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_153,L'école est à nous,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_154,Plancha,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_155,Super Z,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_156,Mascarade,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_157,Arvor de 2 à 5,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_158,Jacky Caillou,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_159,Couleurs de l'incendie,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_159,Couleurs de l'incendie,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_160,Heureux les fêlés,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_161,Les Lendemains de veille,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_162,Pétaouchnok,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_163,Trois Nuits par semaine,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_164,Du crépitement sous les néons,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_165,La Maison,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_166,Le Défi de Noël,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_167,Les Amandiers,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_167,Les Amandiers,IT,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_168,Les Engagés,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_169,Les Femmes du square,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_170,Plus que jamais,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_170,Plus que jamais,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_170,Plus que jamais,LU,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_170,Plus que jamais,NO,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_171,Reste un peu,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_172,Une comédie romantique,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_173,Les Miens,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_174,Mauvaises filles,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_175,Saint Omer,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_176,Annie colère,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_177,Fumer fait tousser,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_178,Le Lycéen,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_179,Le Torrent,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_180,Les Pires,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_181,Maestro(s),FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_181,Maestro(s),BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_182,Nos frangins,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_182,Nos frangins,DZ,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_183,Ernest et Célestine: Le voyage en Charabie,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_183,Ernest et Célestine: Le voyage en Charabie,LU,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_184,Les Années Super-8,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_185,Le Parfum vert,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_185,Le Parfum vert,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_186,Le Petit Piaf,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_187,Le Tourbillon de la vie,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_188,Tempête,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_188,Tempête,CA,MIN,,,,,,,,,,,,,,,,,,,,,,
FR2022_189,Choeur de rockers,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_190,La Passagère,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
FR2022_191,Par coeurs,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_001,Lei mi parla ancora,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_002,The Rossellinis,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_002,Genitori vs. Influencer,LV,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_003,Alida,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_003,Il cattivo poeta,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_004,Tutti per Uma,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_005,Comedians,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_005,Extraliscio - Punk da balera,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_006,School of mafia,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_006,La terra dei figli,AT,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_007,Boys,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_008,Per Lucio,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_009,Disco Ruin,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_010,Occhi blu,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_011,Marx può aspettare,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_012,The truffle hunters,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_013,"Pozzis, Samarcanda",IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_014,Me contro te il mistero della scuola incantata,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_014,Il mostro della cripta,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_015,Free - liberi,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_016,Welcome Venice,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_016,Qui rido io,GR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_016,Una relazione,US,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_017,Ancora più bello,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_018,Il silenzio grande,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_019,Tre piani,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_020,Benvenuti in casa Esposito,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_021,Il buco,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_022,Sulla giostra,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_022,I nostri fantasmi,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_023,Isolation,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_023,Ai confini del male,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_024,Con tutto il cuore,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_025,Il materiale emotivo,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_025,Selfiemania,PL,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_026,The Italian banker,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_026,Bentornato papà,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_027,Ariaferma,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_028,Marilyn ha gli occhi neri,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_028,Medium,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_028,Upside Down,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_029,2 fantasmi di troppo,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_030,DeAndré#DeAndré storia di un impiegato,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Divinazioni,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Una notte da dottore,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Freaks out,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Io sono Babbo Natale,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_031,Il bambino nascosto,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_032,Marina Cicogna - la vita e tutto il resto,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_033,Napoleon - In the Name of Art,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_034,Per tutta la vita,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_034,Django & Django,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,Promises,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,Querido Fidel,AT,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,La casa rossa,RU,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_035,È stata la mano di Dio,US,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_036,Per horror intendo…,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_037,Una famiglia mostruosa,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_038,Trafficante di virus,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_038,Gianni Schicchi,CH,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_039,The girl in the fountain,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_040,Mollo tutto e apro un chiringuito,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_041,La santa piccola,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_042,Lawrence,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_043,I fratelli De Filippo,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_044,"Caterina Caselli - Una vita, cento vite",IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_044,Din don - un paese in due,CH,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_045,Chi ha incastrato Babbo Natale?,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,Diabolik,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_046,La sorpresa - l'eccezionale storia di Padre Marella,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_047,La dernière séance,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_048,Supereroi,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_049,7 donne e un mistero,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_050,La Befana vien di notte: le origini,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_051,Per tutta la vita,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_052,Django & Django,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_053,Promises,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_054,Querido Fidel,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_055,La casa rossa,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_055,La casa rossa,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_056,È stata la mano di Dio,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_057,Per horror intendo…,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_058,Una famiglia mostruosa,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_059,Trafficante di virus,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_060,Gianni Schicchi,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_061,The girl in the fountain,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_062,Mollo tutto e apro un chiringuito,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_063,La santa piccola,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_064,Lawrence,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_065,I fratelli De Filippo,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_066,"Caterina Caselli - Una vita, cento vite",IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_067,Din don - un paese in due,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_068,Chi ha incastrato Babbo Natale?,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_069,Diabolik,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_070,La sorpresa - l'eccezionale storia di Padre Marella,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_071,La dernière séance,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_071,La dernière séance,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_072,Supereroi,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_073,7 donne e un mistero,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_074,La Befana vien di notte: le origini,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_075,"L'acqua, l'insegna la sete",IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_076,The book of vision,IT,MAJ,,,,,,,,,,,,,,,,,,,,,,
IT2021_076,The book of vision,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
IT2021_076,The book of vision,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_001,¡A todo tren! Destino Asturias,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_002,Way Down,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_003,Maixabel,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_004,La familia perfecta,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_005,García y García,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_006,Mediterráneo,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_006,Mediterráneo,GR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_007,Libertad,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_007,Libertad,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_008,La vida era eso,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_009,La abuela,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_009,La abuela,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_009,La abuela,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_010,El Cover,PT,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_011,El sustituto,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_012,Sis dies corrents,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_013,Un efecto óptico,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_014,Viaje a alguna parte,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_015,Bolante Baten Historia,FR,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_015,Bolante Baten Historia,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_016,Destello Bravío,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_017,Poliamor para principiantes,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_017,Poliamor para principiantes,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
